Name,Mean_SPVgeneral,Skew_SPVgeneral,Variance_TA,Skew_TA,Kurtosis_TA,CREDI_TA,Down Hours_TA,Mean_WOF20,Variance_WOF20,Down Hours_WOF20,Days above 25,Days below -2,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,selected_nonpca,selected_pca
2020_MRM2_SP126,0.4663527720935021,1.035788394803895,-0.3680258503467791,-0.9330685110341764,3.177120968724998,0.8541831343335491,0.0901648568828272,-0.2837532264020282,0.163033934905039,0.3748020174917018,0.3872628899664519,0.7044181132912926,0.3975045984627857,-0.0189912136717937,1.6446618431187767,-0.4543834504433037,-1.252860429405645,2.878002529003945,False,False
2021_MRM2_SP126,2.3118837541073263,-0.3151013822240952,1.9721896943236812,0.6865629880396218,-0.8120659180562432,0.0785108175758028,1.5856911197787502,0.4738829759235561,-0.2322388741788164,1.054719063947151,1.8780536610762448,-0.4384140705099652,2.3456331093258456,2.5381394690544967,0.6155400769255027,0.515653072724098,-0.013722978692699,-1.5690495259113335,False,False
2022_MRM2_SP126,1.0171313457336415,0.7345946477975542,-0.2022292344576993,-0.1214649947390687,0.8129763944701023,0.6066069843108104,-0.1625039637890866,-1.5913322824500329,-1.926089372039517,-0.0749892593942109,-0.3581324955884444,-0.1527060245596508,0.9303100204805212,0.1488950024222279,-0.8925782712706608,-0.8711453059187175,1.1688091047510851,1.7804818975474286,False,False
2023_MRM2_SP126,-1.5753647750743274,0.5214861823327598,-0.8916704158718894,-0.5660211949537919,-0.5705114024487763,-1.3534891220296528,-0.7361304755847831,2.069393741706621,0.0581754794777993,-1.3511412542798238,-0.855062752625042,-0.295560047534808,-2.485843309185147,-2.033684868363534,-0.0549680491765139,-0.862957910457857,-0.4580702802650507,-1.2076040568554027,False,False
2024_MRM2_SP126,-0.888487463960523,-0.5695454467203142,-1.5325004699014135,0.7923735276766952,0.043872214355331,0.294058325426823,-0.8863659905788941,-0.0611391390913571,-0.8168914618549267,-0.8699691906344287,-0.6065976241067432,-0.8669761394354369,-1.7019607681100668,0.0694473318088142,-1.4213168113160937,-0.9305262676997346,0.4871154646240507,0.5303557072578307,False,False
2025_MRM2_SP126,-0.3023793033189943,-0.9615235599959387,-1.658094503958878,-0.0959672260328633,-0.8227173458956584,-0.8263269249359674,-1.5760835821427672,0.6577471507880409,-0.1792673264458622,-1.4871246635709137,-0.855062752625042,-0.8669761394354369,-2.003188202113212,-0.9440794414196024,-2.1123358839405637,-0.4875723215286385,-0.3860891436522267,-0.6146800073545453,False,False
2026_MRM2_SP126,1.4409789367123789,-1.449949542672786,0.3253786954559446,-0.5923638768501727,-0.969637923751742,-0.1677047361307117,-0.9751415221663232,-0.8516618833049209,-0.6603235349972525,-0.6503036833180528,-0.855062752625042,-0.295560047534808,1.0087797292427008,-0.3514638964793058,-2.5314433225721094,0.2120857933989173,-0.243469852101904,-0.4693413505821313,False,False
2027_MRM2_SP126,0.4045592471007638,-0.6358324575627797,-0.1789522106960603,0.0472871886598338,0.7811837231139834,-0.8244145471394406,0.3564914516451149,0.9602914317926315,-0.4750460765087008,-1.1837770582292515,-0.3581324955884444,-0.0098520015844935,-0.2116599514469742,-0.3226741981148772,-0.0279957877863088,-1.326559249149773,-0.9077305708494168,-0.6097332489093532,True,False
2028_MRM2_SP126,-1.116143849935103,0.023541507915225,-1.0323715579036616,0.4222589147338908,-1.596393338162758,-1.3819954858952035,-0.5244349771839903,-1.6008832547476963,-1.877250399177108,-0.0436084726347286,-0.855062752625042,-0.8669761394354369,-0.4934916541349881,-1.1576601025241624,-1.698723726771074,-0.4141326139687626,2.98278813370341,-0.1814679343472129,False,False
2029_MRM2_SP126,-0.7825792743231331,-0.1163304799693135,1.1734719464094991,-0.6247088390327409,-0.8094510744841187,-1.727668522675487,0.103822630973201,-0.964797585923076,-0.7514283342190713,0.6572290983270423,-0.6065976241067432,0.7044181132912926,1.472008883687095,-1.9223556300144329,0.0726770900622978,0.2841989489995966,1.2979677861921228,-0.6866542866501332,False,False
2030_MRM2_SP126,-0.5797964624468253,-0.8061975089642401,0.5579336584779357,-1.0314912924229778,-0.6819205576348117,-1.75262524356404,-0.2239639471957684,-0.8072422375576546,-0.467688749395177,0.0086928386310751,-0.855062752625042,1.561542251142236,1.4568514820728342,-2.4774871226022066,-0.3923098220468349,0.0805637941123252,0.3478187005468932,-0.7205538399315962,False,False
2031_MRM2_SP126,0.0654446005144488,-0.9494893171308412,-0.1591657235575105,-1.0237862986486497,-0.5658303729602194,-2.1088419818891087,-0.2376217212861421,0.2309868042114112,-0.61279892980724,0.1551365101753258,-0.855062752625042,0.5615640903161353,0.6160770580774594,-2.040069992439459,-0.6324116986162989,0.177752027148935,-0.0055713595850938,-0.956495094993327,False,False
2032_MRM2_SP126,0.9654867197497552,-0.9335833779249866,0.7722914814770907,0.1522382632828579,0.2450981084948867,0.5524397683471941,-0.1488461896987129,-0.8647297184302658,-1.3879267961060633,-0.817667879368625,0.8841931470030494,-0.1527060245596508,1.5319360239704083,1.0034208917739682,-1.2356935810027547,-1.2868375035010884,-0.0732407573760578,0.3711444436941404,False,True
2033_MRM2_SP126,0.8171076981108889,-1.222885670477842,-0.2365482297205638,0.1370754667051602,0.2816796384788608,0.7215246316870012,-0.6268682828617933,1.108554795392077,0.7809352326242249,-1.549886237089878,0.3872628899664519,-0.1527060245596508,-0.62303357704399,0.8860761282163335,-0.89909084474108,-0.6254675500056537,-2.1550299636118155,-0.5020277864310873,True,False
2034_MRM2_SP126,-0.6230874432079733,-0.1566552798213709,-0.0816900342361374,-0.3614431962004628,-0.5255996783125609,0.2888092562785516,-0.3263972528735713,-1.2824448242567843,-1.0922531111000329,0.0505338876437182,-0.6065976241067432,-0.295560047534808,0.2994785627858462,-0.5566821247384904,-1.1757209553054435,-0.187291272307344,1.2467759535441425,0.6083343825596531,False,False
2035_MRM2_SP126,-0.2024766264599178,-0.4578985869785679,-1.0436390795577173,1.894789461229948,-0.0696129421506221,1.343835686072478,0.8891446411696902,-0.7616540870388668,-0.6472914745013495,-0.0540687348878893,0.6357280184847507,-0.8669761394354369,-0.5096418299897078,2.3713049088857088,-0.3903799062934815,-0.7232882511039684,1.2432295417254753,0.3893262754221535,False,False
