cy_id,Days above 18,Days below 15,Days above 25,Days below -2,Days with $\geq 1$ hour above 18,Days below with max temp below 15,Averaged temperature distance,Averaged temp difference above 18,Averaged temp difference below 15,Hourly temperature variation,Annual average temperature,Daily temperature variation,Monthly temperature variation,Hottest temperature,Coldest temperature,# consecutive days above 20,# consecutive days below 0,cluster,is_centroid,selected
2015_AWCM_SP126,-0.786199269962638,0.38339492760022187,-0.7792068990618943,1.3270539803290102,-0.5369540264714879,0.3761363296781779,-0.1789426882722075,0.2923932758506767,-0.6275053068358506,0.011637807055714185,-0.4006363808511119,0.019967666919191947,-0.17593309124345774,-0.17516756164771566,-1.7182752984313936,-0.01840425691701094,0.32500286587998295,2,False,False
2016_AWCM_SP126,0.17926165349400353,0.48244848483170144,-0.7792068990618943,-0.3430115542745103,-0.1651348625588937,1.0768169476876808,-0.08081876682234398,0.1943121384010453,-0.3775936557047941,-0.49000374494701343,-0.2473445448712507,-0.47309149037665355,-0.32262491657690673,0.34839202757388193,0.20499866205601205,-0.7323113195849347,-0.2693940105012787,1,False,False
2017_AWCM_SP126,0.868876598820176,-0.7557209805617929,2.0548083633106664,1.3270539803290102,0.9968000246679635,-0.49971444283370076,0.8875857209142969,-0.34099014698332464,1.6423567584495629,1.982032190404164,0.7923491415380312,1.8417005886793483,1.2469926463445018,2.5754992628769244,-1.0600153383257702,0.6955028057509127,0.9193997422612445,0,False,False
2018_AWCM_SP126,-0.786199269962638,1.0767698282205787,-0.7792068990618943,1.0487097245617567,-1.048205376851305,-0.2077641853297412,-0.06588471598742851,0.5528532928331864,-0.9157592017691946,-0.044688474996080293,-0.6988474736522142,-0.01377911512786452,-0.05071793057657719,-0.9584500176292532,-0.9198837462849097,-0.30396708198418043,-0.07126171837419149,2,False,False
2019_AWCM_SP126,-1.429839885600399,1.3244037212992776,-0.7792068990618943,1.6053982360962635,-1.5594567272311224,1.6607174626955998,0.6176176923450312,1.4269694178951553,-1.4773379366855606,-0.07262491701038733,-1.5533197054112362,0.0549708753395371,0.36555566955431185,-1.9185503220450566,-0.5496006358779353,-1.160655557185689,1.1175320343883317,2,False,False
2020_AWCM_SP126,-0.8321735996510495,0.18528781313726278,-0.07070308346875412,-0.6213558100417637,-0.4439992354933394,-0.03259403082736546,-0.7328624420345694,-0.11611415642531457,-0.5834190800877156,-0.6701304483797429,-0.028256662042700335,-0.6391404105771525,-0.5251316172598756,1.6624138335701228,0.6836020384991367,-0.7323113195849347,-0.8637908868825402,1,False,False
2021_AWCM_SP126,-1.2919168965351644,0.23481459175300257,-0.7792068990618943,0.3528490851436232,0.06725211488647774,0.20096617517580218,-0.5291552957724063,0.1833073179776792,-0.9086197297926907,-0.6507129516620236,-0.41960287461399587,-0.6502375320236065,-1.0322338577009278,-1.3014113415454303,-0.17169741370149927,-0.8750927321185193,0.12687057375289573,1,False,False
2022_AWCM_SP126,-0.4643789621437575,1.1262966068363185,-0.5430389605308475,-0.2038394263908836,-1.4665019362529736,1.543937359694016,0.43545057623791,0.8846561385864868,-0.8110108745381319,-0.3105703796908689,-0.9107214189291272,-0.24250761233070084,-0.268567114969726,-0.02757107981891639,-0.9370161718354969,-0.5895299070513499,0.7212674501341573,2,False,False
2023_AWCM_SP126,-1.613737204354045,0.7300823779104003,-0.7792068990618943,0.3528490851436232,-1.4665019362529736,-0.03259403082736546,-0.6931940935238401,0.4986485650251485,-1.5231081212609872,-0.9746989481395529,-0.8161781140574069,-0.8934713569278682,-0.9232196573829937,-2.0384843720606174,-0.0892613847531394,-0.8750927321185193,0.32500286587998295,1,False,False
2024_AWCM_SP126,0.22523598318241503,-1.3005155453349304,0.4016327935933393,3.275463770699784,0.903845233689815,-0.908444803339244,1.344159690626223,0.6231028529146834,0.47044744207090033,2.1474978716369586,-0.4072428327064362,2.118494799155394,2.126189240579408,1.261009776443014,-1.3262152666270197,-0.5895299070513499,2.1081934950237677,2,False,False
