cy_id,Days above 18,Days below 15,Days above 25,Days below -2,Days with $\geq 1$ hour above 18,Days below with max temp below 15,Averaged temperature distance,Averaged temp difference above 18,Averaged temp difference below 15,Hourly temperature variation,Annual average temperature,Daily temperature variation,Monthly temperature variation,Hottest temperature,Coldest temperature,# consecutive days above 20,# consecutive days below 0,cluster,is_centroid,selected
2067_MRM2_SP126,55.0,247.0,6.0,20.0,116.0,204.0,7.574526721461187,8.533484449771688,1.3325799006849317,8.008252232838784,10.090633079908676,7.676244841130207,6.975468230362246,35.12958,-13.00472,8,10,8,False,False
2068_MRM2_SP126,78.0,237.0,0.0,26.0,135.0,184.0,7.199831268264839,7.778378333333332,1.5831910159817353,8.074330721258757,10.97757111680328,7.738560657176288,7.252060880822603,31.52309,-11.06698,10,10,11,False,False
2069_MRM2_SP126,75.0,251.0,6.0,42.0,110.0,209.0,8.390634626712329,9.100621234018265,1.5420372796803652,9.10948187506984,9.6934399326484,8.808591918454137,8.449822024238381,34.61842,-17.3567,14,36,8,False,False
2070_MRM2_SP126,53.0,251.0,2.0,2.0,115.0,206.0,6.210298925799087,7.343441590182649,1.1810041689497717,6.372988350158725,11.151709412100455,5.99276732385465,5.640742740293984,32.9901,-4.1886,5,3,6,False,False
2071_MRM2_SP126,49.0,247.0,1.0,2.0,118.0,212.0,6.2613851552511415,7.544721505707764,1.0752941015981734,6.340951399441727,10.889203047945204,5.931491672645508,5.496681624721404,30.63276,-9.17537,3,4,12,False,False
2072_MRM2_SP126,29.0,286.0,2.0,38.0,84.0,241.0,8.3216236130137,10.05794344063927,0.8120356997716895,8.075274226523184,8.320747109517304,7.732672540293868,7.097007207480147,31.99385,-16.97149,7,27,9,False,False
2073_MRM2_SP126,42.0,262.0,3.0,20.0,107.0,201.0,7.031864567351598,8.39475510045662,1.033452179223744,7.5878648322549,10.03503979109589,7.243741627218431,6.527784621452266,32.72371,-17.93986,8,10,8,False,False
2074_MRM2_SP126,61.0,262.0,1.0,8.0,106.0,211.0,6.663288598173516,7.842874142694066,1.1731355228310505,6.658676554379958,10.682982447488582,6.292835543859432,5.8518048389694295,32.43358,-7.74564,5,4,0,False,False
2075_MRM2_SP126,76.0,234.0,6.0,13.0,132.0,197.0,7.382056025114156,7.854816432648401,1.7018542511415522,7.976388103397997,11.021652477168953,7.625051892865961,7.164224776617309,33.46641,-6.64385,9,6,11,False,False
2076_MRM2_SP126,56.0,263.0,2.0,6.0,107.0,202.0,6.39728325913242,7.488946797945205,1.2490112739726027,6.740835269182172,11.111393006602912,6.363650187263643,5.7736903408427445,31.6815,-8.65965,19,7,0,False,False
2077_MRM2_SP126,47.0,256.0,2.0,0.0,115.0,198.0,6.244689539954337,7.498135276255708,1.0982543047945206,6.371899284827797,10.951819069634704,5.979861218796992,5.43773682893316,31.82639,-4.48601,6,2,6,False,True
2078_MRM2_SP126,73.0,256.0,3.0,12.0,118.0,201.0,6.937540007990868,7.706729429223745,1.4948763276255708,7.526926963592426,11.052212647260273,7.1449523937622015,6.66329076384059,33.17844,-10.49797,13,10,4,False,False
2079_MRM2_SP126,68.0,237.0,6.0,3.0,123.0,197.0,6.644467658675799,7.447719167808219,1.4479319680365297,7.004925936113924,11.25139627739726,6.595625675280032,5.926274708467863,35.41471,-7.05826,8,3,11,False,False
2080_MRM2_SP126,48.0,281.0,1.0,21.0,86.0,230.0,7.710318785388127,9.141654538812784,1.022762912100457,7.543675365355474,9.350684615209472,7.20588746113275,6.802195359558776,32.41283,-12.32194,7,20,0,False,False
2081_MRM2_SP126,37.0,274.0,0.0,12.0,91.0,210.0,6.051734368721461,7.626573345890412,0.884688944063927,6.3317583032153895,10.717643519406394,5.966826408712056,5.34855084626872,30.4159,-10.04075,9,8,7,False,False
2082_MRM2_SP126,43.0,261.0,1.0,15.0,96.0,224.0,6.98024022260274,8.437749630136986,0.9730795570776256,7.168529087624532,9.965918891552512,6.831349391386423,6.165055978735762,31.37004,-13.98933,5,12,0,False,False
2083_MRM2_SP126,39.0,274.0,1.0,1.0,92.0,214.0,6.482047136986301,8.007868736301369,0.9199642340182648,6.329775888525901,10.357881331050228,5.935594752489119,5.534399324291894,32.37611,-6.16349,3,2,9,False,False
2084_MRM2_SP126,57.0,259.0,1.0,6.0,116.0,205.0,6.64178175456621,7.703859802511416,1.263479788812785,6.839479178636066,10.896420506602915,6.4511627385373815,5.961092523599548,31.5132,-8.96028,6,4,4,False,False
2085_MRM2_SP126,64.0,247.0,5.0,1.0,121.0,196.0,6.315292361872146,7.165062622146119,1.4215081746575342,6.80846641680064,11.527723987442924,6.3773594448505,5.7117787867125545,35.59181,-6.75218,10,3,3,False,False
2086_MRM2_SP126,34.0,283.0,2.0,6.0,79.0,213.0,6.801441374429224,8.517568521689498,0.7985301484018263,6.450266867728921,9.795618922374429,6.092333184600379,5.51303995194301,33.74742,-6.58626,4,7,9,False,False
2087_MRM2_SP126,76.0,244.0,0.0,12.0,123.0,210.0,6.860770279680366,7.651333192922374,1.4421686015981738,7.293883005252322,11.023566923515984,6.94844894982892,6.363565576076902,30.02292,-6.93807,8,7,10,False,False
2088_MRM2_SP126,50.0,266.0,1.0,18.0,96.0,225.0,6.926913457762557,8.283862810502283,1.041892799086758,7.197862949146894,10.170104730191255,6.889372434327872,6.480772065924364,31.74763,-16.1038,5,18,0,False,False
2089_MRM2_SP126,33.0,286.0,4.0,15.0,81.0,219.0,7.182541207762557,8.855055360730592,0.8481545091324202,7.161786593790891,9.513767810502282,6.81254379325691,6.310934332862043,33.81735,-9.48137,8,15,9,False,False
2090_MRM2_SP126,40.0,274.0,0.0,24.0,91.0,207.0,7.330233631278539,8.851924433789954,0.9293867420091324,7.409230200826685,9.528539852739726,7.087505394210566,6.557579567149409,30.83359,-9.46782,10,11,7,False,False
2091_MRM2_SP126,47.0,269.0,0.0,21.0,103.0,216.0,7.708615643835616,9.132780712328769,0.9947773869863016,7.530766510895634,9.280939130136984,7.197765158980995,6.833066152104569,31.06157,-12.08562,7,18,0,False,False
2092_MRM2_SP126,28.0,282.0,6.0,6.0,78.0,210.0,6.611350767123288,8.330604345890412,0.8266783036529679,6.4365210079999,10.055552272313298,6.035047084426067,5.327825896009292,31.76107,-5.82111,10,5,9,False,False
2093_MRM2_SP126,62.0,264.0,7.0,21.0,112.0,210.0,7.842109020547946,8.788155828767124,1.36801422716895,8.212963045476616,9.893919433789955,7.868896016566012,7.365327726892914,34.04402,-12.78969,12,10,0,False,False
2094_MRM2_SP126,61.0,256.0,0.0,17.0,117.0,206.0,7.561440446347031,8.573937660958904,1.28953574543379,7.943375824285876,10.017631044520549,7.603205783159494,7.024420804824235,30.40695,-15.79614,11,13,4,False,False
2095_MRM2_SP126,47.0,272.0,2.0,9.0,101.0,222.0,7.026695167808219,8.480155510273972,0.972776100456621,6.736294799007069,9.918857033105024,6.370491394288075,5.969166634413813,31.44142,-6.65204,8,4,0,False,False
2096_MRM2_SP126,51.0,264.0,2.0,8.0,101.0,207.0,7.623118593607306,8.718558714611873,1.265978461187215,7.580427496838326,9.922748606557375,7.210564766920387,6.928983083269054,33.04401,-7.89458,14,6,0,False,False
2097_MRM2_SP126,67.0,255.0,1.0,12.0,115.0,204.0,7.082236083333334,8.00329027739726,1.36769951369863,7.50847106694243,10.653162944063926,7.158655411203736,6.522608478715746,31.43653,-10.16451,8,6,4,False,False
2098_MRM2_SP126,40.0,261.0,5.0,7.0,103.0,203.0,7.106836308219178,8.43617272716895,1.0692569589041097,7.180440883088985,10.031677609589044,6.819764060227182,6.266422893056829,33.90978,-6.09075,5,4,7,False,False
2099_MRM2_SP126,70.0,264.0,3.0,8.0,109.0,210.0,6.968799327625571,7.96687655479452,1.3231320011415526,7.114171614211351,10.677464674657534,6.767701063413408,6.26582433796086,31.51463,-6.21432,13,8,4,False,False
2100_MRM2_SP126,43.0,261.0,0.0,2.0,108.0,194.0,5.765261923515981,7.175414037671232,0.97753599543379,6.077820300821073,11.188939962320164,5.680236678131475,5.227009463062944,31.0047,-7.36118,6,3,6,False,False
2015_AWCM_SP245,51.0,273.0,0.0,8.0,93.0,200.0,6.139129458904109,7.551814793378995,0.9921378961187214,6.422567204384696,10.845146333333334,6.043260059147477,5.456538813910308,30.10797,-12.21712,4,9,0,False,False
2016_AWCM_SP245,28.0,280.0,0.0,3.0,78.0,212.0,5.460495034246575,7.271874631278539,0.7214644075342466,5.48774590256485,10.993410737704918,5.1285850697806685,4.721111817902381,30.16904,-7.06864,4,5,9,False,False
2017_AWCM_SP245,76.0,243.0,11.0,4.0,123.0,215.0,6.945401046803653,7.58625101369863,1.5900285593607306,7.314912756696739,11.234656071917808,6.940886838340652,6.533079482306772,34.29954,-4.42084,12,2,10,False,False
2018_AWCM_SP245,66.0,238.0,2.0,6.0,129.0,183.0,5.622770098173516,6.555466125570777,1.3061735273972603,6.371947466450935,11.989576956621004,5.972960813768373,5.552341865207926,33.2468,-8.36089,6,11,2,False,False
2019_AWCM_SP245,55.0,237.0,4.0,6.0,135.0,173.0,5.499735680365297,6.423668312785388,1.321440065068493,6.261186657384624,12.14314444977169,5.854649563008133,5.2737616184197735,33.49671,-8.72708,10,7,2,False,False
2020_AWCM_SP245,84.0,216.0,3.0,19.0,155.0,177.0,6.69572301826484,7.158644765981736,1.6565940228310505,7.672335217692209,11.626706926229508,7.285536634850601,6.906412352932034,31.93073,-11.02913,11,26,1,False,False
2021_AWCM_SP245,47.0,262.0,0.0,25.0,119.0,204.0,6.613095247716895,7.896045344748859,1.0766675502283105,7.228160173521657,10.540239852739727,6.909777175518865,6.154826652182409,31.14598,-10.51915,5,14,8,False,False
2022_AWCM_SP245,56.0,243.0,0.0,6.0,123.0,190.0,5.904735834474886,6.8723635388127855,1.2951929463470322,6.394887341088788,11.685650058219178,6.03752269785689,5.67305364173453,31.26011,-6.53871,19,3,3,False,False
2023_AWCM_SP245,48.0,239.0,0.0,9.0,123.0,190.0,6.046992982876713,7.23809895890411,1.110304542237443,6.510340474081349,11.173616101598174,6.124044338996617,5.888617583875083,30.65508,-6.98451,3,7,12,False,False
2024_AWCM_SP245,68.0,247.0,2.0,8.0,118.0,179.0,6.171619847031963,7.15251018150685,1.2833408162100457,6.860562910111389,11.404911343351548,6.512427969755585,6.114040278014782,32.41451,-6.43443,11,6,3,False,False
2025_AWCM_SP245,55.0,246.0,0.0,23.0,123.0,194.0,6.6698403801369865,7.87365696347032,1.1107500673515982,7.26439285073917,10.55165975456621,6.969526399066359,6.611295706546811,28.92946,-11.97747,8,12,8,False,False
2026_AWCM_SP245,70.0,247.0,1.0,3.0,120.0,205.0,6.120450343607306,7.102884414383562,1.2957078961187214,6.478189092079345,11.470965448630135,6.083522652295967,5.694736196781279,32.57852,-7.05148,7,5,4,False,False
2027_AWCM_SP245,65.0,230.0,5.0,1.0,132.0,182.0,5.565047215753425,6.309753219178082,1.4596317442922373,6.167593856167613,12.35421627283105,5.762156558863718,5.283415242031715,32.77151,-5.0988,14,2,2,False,False
2028_AWCM_SP245,38.0,256.0,8.0,14.0,104.0,209.0,6.807648412100456,8.01589402283105,1.188830392694064,7.22422042894444,10.582116164617483,6.877304584830226,6.320353924135488,36.17328,-9.32145,20,8,7,False,False
2029_AWCM_SP245,58.0,234.0,7.0,4.0,128.0,184.0,6.007576821917809,6.812749755707763,1.434580848173516,6.693156611975842,11.861584874429225,6.317164432414664,5.787774322207876,35.23152,-4.91932,15,3,2,False,False
2030_AWCM_SP245,67.0,232.0,1.0,17.0,143.0,173.0,6.43246151369863,7.246827215753425,1.3715692522831051,7.222183516923526,11.31067699086758,6.863774323125085,6.460387540909332,31.35561,-7.24512,7,12,2,False,False
2031_AWCM_SP245,48.0,247.0,0.0,1.0,126.0,204.0,5.8321051735159815,7.091549594748858,1.074099303652968,6.060326061408879,11.316093433789955,5.699631929681281,5.401646533438519,30.72493,-4.33581,5,2,12,False,False
2032_AWCM_SP245,51.0,236.0,1.0,5.0,129.0,182.0,5.414344731735159,6.545924624429222,1.1575878047945205,5.988861761053895,11.909298553051002,5.607097083053262,5.224905134344263,31.7735,-5.83632,4,4,2,False,False
2033_AWCM_SP245,73.0,244.0,1.0,0.0,135.0,184.0,5.71358905936073,6.420630856164384,1.4745056038812787,6.3078545768213,12.235422148401828,5.904743941365993,5.435451926570756,31.89913,-3.98508,8,1,2,False,False
2034_AWCM_SP245,73.0,237.0,7.0,7.0,129.0,199.0,6.775374073059361,7.371750770547945,1.599331843607306,7.481441695328531,11.423289614155252,7.073417260153412,6.600585737325997,33.59125,-8.83235,8,6,11,False,False
2035_AWCM_SP245,53.0,244.0,0.0,5.0,136.0,169.0,5.975231267123288,6.976583456621004,1.2548135068493151,6.639237955827437,11.534395746575342,6.247624871644099,5.655411444283732,30.17376,-8.88216,13,3,2,False,False
2036_AWCM_SP245,58.0,240.0,0.0,1.0,118.0,200.0,5.683689844748859,6.839173331050229,1.1321843436073058,5.983013430235714,11.59002125,5.624102273350983,5.188791568774089,29.1779,-3.7825,5,1,3,False,False
2037_AWCM_SP245,73.0,232.0,3.0,13.0,148.0,168.0,6.563706869863013,7.123617360730593,1.6015130148401826,7.610332299048276,11.639319159817353,7.175384443160305,6.653879667348874,32.89421,-12.61106,11,13,5,False,False
2038_AWCM_SP245,62.0,251.0,0.0,28.0,114.0,211.0,6.989351703196347,8.08855160045662,1.210391401826484,7.525526196357419,10.43143110045662,7.2204792306570145,7.001556114967891,32.32928,-12.25595,5,32,8,False,False
2039_AWCM_SP245,52.0,220.0,5.0,6.0,133.0,175.0,5.519835867579909,6.475490729452056,1.2747741232876713,6.418895502589369,12.029712378995436,6.074217875642927,5.539828300837069,33.09037,-6.3969,11,7,2,False,False
2040_AWCM_SP245,44.0,258.0,0.0,2.0,111.0,184.0,5.395511730593607,6.681142223744291,1.0585456061643836,5.815127415159724,11.730536914845176,5.439898827355274,5.115347872668233,29.68018,-5.77401,8,5,6,False,False
2041_AWCM_SP245,51.0,249.0,3.0,9.0,114.0,193.0,6.436241600456621,7.47464483675799,1.2718139280821918,6.969459289460252,11.107386255707764,6.599230016767028,6.2005040569752605,36.40277,-8.62027,16,10,8,False,False
2042_AWCM_SP245,75.0,232.0,2.0,4.0,135.0,180.0,6.198858311643835,6.814063214611872,1.552609829908676,6.828624072118991,11.906361348173514,6.37137760083708,5.924527307836037,37.26201,-5.79276,6,6,2,False,False
2043_AWCM_SP245,45.0,250.0,2.0,2.0,112.0,188.0,5.72602018150685,7.000834413242009,1.0595301335616438,6.125594358170727,11.393040085616438,5.730218130354202,5.268486714985428,32.63036,-5.74858,5,4,6,False,False
2044_AWCM_SP245,72.0,233.0,3.0,0.0,128.0,194.0,5.817114368721461,6.503580671232877,1.5036665376712328,6.241694430513343,12.197895704690344,5.843075246781523,5.404242498137716,33.72568,-1.07025,7,0,2,False,False
2045_AWCM_SP245,84.0,219.0,1.0,1.0,147.0,167.0,5.654477466894977,6.130125651826484,1.6270787283105024,6.446377659265195,12.599679989726026,6.021114458409352,5.623096061958972,32.03101,-3.51867,10,4,1,False,False
2046_AWCM_SP245,60.0,245.0,5.0,6.0,122.0,193.0,6.177120433789954,7.07111561757991,1.3547487773972602,6.734615901526322,11.532377121004568,6.392543296246313,6.005884526738862,33.9767,-7.33459,14,7,3,False,False
2047_AWCM_SP245,88.0,220.0,8.0,6.0,153.0,165.0,6.362754219178083,6.400047166666667,2.0253016506849315,7.463912142290381,12.687849082191782,7.018435760505611,6.655822048555128,38.36573,-7.15335,33,7,1,False,False
2048_AWCM_SP245,93.0,219.0,8.0,8.0,150.0,181.0,6.137257021689497,6.3214894863013695,1.8789812808219175,7.122756215599547,12.62720634448998,6.726211703947691,6.2175129214613145,36.48525,-10.4122,11,9,5,False,False
2049_AWCM_SP245,79.0,225.0,0.0,0.0,144.0,180.0,5.546775176940639,6.142987908675799,1.5600985753424654,6.119901926100759,12.573421973744292,5.666982958991523,5.25296230081852,32.96694,-0.11568,7,0,5,False,False
2050_AWCM_SP245,55.0,223.0,0.0,9.0,141.0,179.0,5.489483599315069,6.395531391552511,1.275361852739726,6.261107742773168,12.061240106164384,5.921233888950154,5.594264330136183,30.69311,-6.34006,5,9,2,False,False
2051_AWCM_SP245,51.0,224.0,0.0,3.0,128.0,189.0,5.485506867579909,6.604238115296803,1.1418227579908675,6.063159889570821,11.798138648401826,5.740336660025725,5.296004316187212,28.8847,-7.34082,5,3,3,False,False
2052_AWCM_SP245,75.0,221.0,5.0,6.0,149.0,186.0,6.159230714611872,6.680206122146118,1.6177320799086756,6.924770212959406,12.084221878415304,6.533578173596339,6.108688886196757,34.20147,-7.44717,13,6,5,False,False
2053_AWCM_SP245,88.0,223.0,2.0,11.0,158.0,180.0,6.821095182648402,7.2391038253424655,1.6570135194063926,7.554744288417306,11.492931856164384,7.21109832461587,7.02487257707958,32.20337,-6.90992,7,10,5,False,False
2054_AWCM_SP245,80.0,219.0,7.0,0.0,153.0,170.0,5.552013706621005,5.793992507990868,1.8157270958904108,6.393895219245216,13.079440485159816,5.940401133071163,5.3961743567043925,36.53942,-2.57775,15,1,1,False,False
2055_AWCM_SP245,88.0,222.0,9.0,0.0,139.0,178.0,5.751852591324201,6.037561920091325,1.8107745125570776,6.648885409748389,12.869696433789953,6.285665650107491,5.968882123344358,32.63517,-4.05081,17,2,5,False,False
2056_AWCM_SP245,83.0,223.0,8.0,2.0,138.0,178.0,5.773905811643836,6.1590707283105015,1.7411282020547945,6.568240995025476,12.714611929644809,6.199867309148852,5.935658568935442,34.94292,-5.86437,9,3,5,False,False
2057_AWCM_SP245,63.0,248.0,3.0,2.0,128.0,159.0,5.5120232625570775,6.27145075913242,1.454242051369863,6.250251994853603,12.396460840182648,5.821117214073125,5.510618628151582,33.64574,-7.38016,12,4,2,False,False
2058_AWCM_SP245,64.0,241.0,14.0,10.0,122.0,175.0,6.112230082191781,6.710657759132421,1.6145718173515982,7.113037518826121,12.116913552511416,6.7678409004215565,6.122816859617345,35.51366,-9.821,19,8,3,False,False
2059_AWCM_SP245,57.0,238.0,1.0,8.0,117.0,200.0,6.180517621004566,7.173713062785388,1.2638384029680363,6.7719185020814505,11.347159184931508,6.482169600332809,5.991060134641578,31.38904,-11.09666,7,6,3,False,False
2060_AWCM_SP245,90.0,211.0,8.0,0.0,150.0,170.0,5.522233672374429,5.652704948630136,1.908642375570776,6.544618635643684,13.299709409153008,6.168160272004567,5.6880369389908605,34.50901,-3.54964,14,5,1,False,True
2061_AWCM_SP245,66.0,257.0,1.0,5.0,106.0,199.0,5.74992294520548,6.843139033105023,1.2162456289954338,6.210905756670935,11.682568312785389,5.877492154229554,5.375432428561007,31.53198,-6.47826,9,6,4,False,False
2062_AWCM_SP245,107.0,212.0,10.0,1.0,148.0,190.0,6.226918025114155,6.223019265981735,2.0341170479452058,7.111571019742517,12.841316070776257,6.705094215245667,6.322988932022557,33.17565,-8.55482,10,2,5,False,False
2063_AWCM_SP245,54.0,251.0,0.0,1.0,128.0,180.0,5.319333150684932,6.44457822716895,1.150722154109589,5.78196960365624,11.982111157534243,5.383147482413847,4.906836975625604,31.35431,-9.01238,8,2,2,False,False
2064_AWCM_SP245,50.0,255.0,1.0,1.0,109.0,195.0,5.901296534246576,7.191571455479452,1.0631862043378997,6.177884259563833,11.235389874772316,5.845304781258584,5.303166591783322,32.16108,-5.74022,8,2,6,True,True
2065_AWCM_SP245,81.0,216.0,0.0,6.0,142.0,180.0,5.955804059360731,6.55474066438356,1.5054477522831051,6.755232155962194,12.05509144520548,6.412547973621043,5.999745288124159,28.35783,-7.02384,8,6,5,False,False
2066_AWCM_SP245,57.0,242.0,1.0,0.0,136.0,164.0,5.317472638127854,6.193746019406392,1.3288000251141552,5.992409976819239,12.340127412100458,5.602345255586847,5.333278976548035,30.51845,-2.67188,10,2,2,False,False
2067_AWCM_SP245,93.0,218.0,3.0,13.0,154.0,174.0,6.535809441780821,6.78047292237443,1.7975415262557075,7.579191859661681,12.059273610730594,7.241680461034393,6.924296595682265,32.97171,-8.75928,11,18,1,False,False
2068_AWCM_SP245,76.0,208.0,4.0,0.0,149.0,166.0,5.150154348173516,5.696881092465753,1.5453675045662103,5.987109631671246,12.946207489754098,5.601528252695156,5.29110234111536,32.70474,-2.42847,9,1,1,False,False
2069_AWCM_SP245,91.0,203.0,10.0,1.0,163.0,164.0,5.790532404109589,5.790805158675799,2.001923998858448,6.764485331445344,13.213315593607303,6.382065177157969,6.068850102597223,35.49207,-4.08317,30,4,1,False,False
2070_AWCM_SP245,68.0,230.0,2.0,0.0,134.0,188.0,5.644674997716894,6.369472453196346,1.4557129474885846,6.22276833443118,12.266750897260271,5.866753886291163,5.423580857120426,31.70516,-4.68791,9,5,2,False,False
2071_AWCM_SP245,79.0,217.0,0.0,0.0,140.0,176.0,5.261255221461187,5.8188686906392695,1.562345939497717,5.914631216643264,12.863436657534246,5.538625928160394,5.1885918547070204,30.77655,-0.38647,10,0,5,False,False
2072_AWCM_SP245,92.0,217.0,7.0,4.0,137.0,187.0,6.66151210958904,6.878235212328767,1.883360866438356,7.391610953146392,12.11311888661202,7.035699093957437,6.72965375370916,34.34569,-5.56245,21,4,5,False,False
2073_AWCM_SP245,96.0,198.0,1.0,3.0,169.0,152.0,5.227505361872145,5.31212906849315,1.8784624577625568,6.211863203275782,13.529419553652966,5.763823621261834,5.389005981464472,31.27345,-4.11549,8,5,1,False,False
2074_AWCM_SP245,104.0,203.0,14.0,3.0,173.0,164.0,5.950515711187215,5.640545855022832,2.237565078767123,7.020212485460211,13.524614446347032,6.59586009247968,6.063882311113899,36.20168,-6.00833,29,3,1,False,False
2075_AWCM_SP245,83.0,228.0,18.0,9.0,158.0,179.0,7.127478636986301,7.156406166666666,2.0445621449771694,8.165803842731485,11.961645652968036,7.787620269323025,7.226471075313284,35.60932,-9.67296,35,8,5,False,False
2076_AWCM_SP245,85.0,204.0,8.0,13.0,159.0,149.0,5.510597764840183,5.681994567351598,1.8520323310502285,6.890717226590929,13.198402780054645,6.533695228738398,6.05012062443958,33.36813,-7.16196,12,13,1,False,False
2077_AWCM_SP245,63.0,232.0,1.0,4.0,133.0,172.0,5.327917289954338,6.1257112043379,1.3770972089041096,6.086551319320479,12.426277127853885,5.736965201082255,5.420676449192631,33.50731,-5.51933,11,8,2,False,False
2078_AWCM_SP245,79.0,236.0,8.0,2.0,140.0,174.0,5.64459727283105,6.140325861872146,1.6522453264840178,6.551745043397702,12.659893380136984,6.13405612651492,5.654033089909647,35.8678,-5.07637,13,3,2,False,False
2079_AWCM_SP245,108.0,220.0,9.0,3.0,143.0,177.0,6.0682734406392695,5.9611081381278535,2.1271160136986302,6.90768458850164,13.18595858675799,6.5285905194122655,6.246840431582414,34.47518,-4.13299,25,4,5,False,False
2080_AWCM_SP245,74.0,239.0,3.0,15.0,130.0,191.0,6.367722626712329,7.063591652968037,1.4889913127853882,7.136942215307265,11.61952158356102,6.820773061170693,6.421571451198408,32.49621,-9.66341,10,18,11,False,False
2081_AWCM_SP245,93.0,211.0,4.0,0.0,153.0,173.0,5.516647783105023,5.719566248858447,1.845481200913242,6.3340530869316325,13.174314618721462,5.854599758389649,5.271992622588578,36.44041,-1.96169,5,0,1,False,False
2082_AWCM_SP245,64.0,223.0,0.0,2.0,156.0,162.0,4.764872515981735,5.566375256849316,1.3558583824200914,5.440636148250936,12.946844248858447,4.971271829211417,4.548621348561396,28.2239,-4.65461,4,3,2,False,False
2083_AWCM_SP245,97.0,224.0,18.0,0.0,143.0,178.0,6.167656767123288,5.978676211187215,2.219905480593608,7.194473460500288,13.272154194063926,6.823913870606326,6.559460536058363,36.0638,-3.25196,25,2,5,False,False
2084_AWCM_SP245,102.0,216.0,4.0,4.0,150.0,173.0,6.101225578767124,6.037601142694064,2.055525824200913,6.984400285210064,13.015263703324225,6.616960597108588,6.229828705487671,32.2775,-4.43887,31,5,1,False,False
2085_AWCM_SP245,88.0,214.0,5.0,2.0,148.0,174.0,5.201422118721461,5.502266405251142,1.7742799109589038,6.146192285417408,13.347137703196347,5.721173369874022,5.158828123453807,32.56802,-4.90859,7,3,1,False,False
2086_AWCM_SP245,60.0,230.0,5.0,5.0,139.0,150.0,5.16044380936073,5.839989891552512,1.4579949269406396,6.141391357802001,12.755546044520548,5.773126863975915,5.3291873290452685,34.62063,-7.86071,11,8,2,False,False
2087_AWCM_SP245,62.0,234.0,0.0,0.0,118.0,190.0,5.8947310182648405,6.804204683789954,1.3124550844748857,6.521380854192558,11.730179150684933,6.211797531604542,5.909376181573969,30.44845,-4.00605,14,2,3,False,False
2088_AWCM_SP245,104.0,212.0,5.0,1.0,156.0,178.0,5.857630851598174,5.968151617579909,1.8989794908675797,6.670319935084686,12.945955648907104,6.276914622918627,5.876164589108443,34.33747,-5.35861,11,2,1,False,False
2089_AWCM_SP245,41.0,253.0,2.0,4.0,107.0,195.0,5.746539014840182,7.103274305936072,1.0019265479452055,6.201237629982416,11.257314081050229,5.902894847646178,5.615144474394049,32.44582,-4.93922,10,6,6,False,False
2090_AWCM_SP245,79.0,232.0,4.0,0.0,125.0,185.0,5.867224023972603,6.562768609589041,1.4758292226027396,6.4615970447269095,12.084434421232878,6.127163806825346,5.8902090183505535,32.28776,-2.04545,6,1,2,False,False
2091_AWCM_SP245,65.0,251.0,1.0,18.0,116.0,181.0,5.936322683789955,6.922752639269406,1.2680698047945205,6.940891282739621,11.599816925799086,6.661257317870493,6.228221400102976,30.85704,-9.68312,7,9,3,False,False
2092_AWCM_SP245,96.0,217.0,9.0,0.0,160.0,152.0,5.256353819634703,5.225292563926941,2.030931662100457,6.178699442779433,13.808773139799635,5.765203427337239,5.492781194989921,32.75421,-1.59633,21,0,1,False,False
2093_AWCM_SP245,95.0,204.0,2.0,0.0,166.0,158.0,5.421775462328767,5.472021592465754,1.9100213093607303,6.241473498833137,13.398267156392691,5.821542411691678,5.417237883534378,33.04352,-1.64268,11,0,1,False,False
2094_AWCM_SP245,115.0,203.0,13.0,2.0,161.0,164.0,6.5751435285388125,6.135195423515981,2.3611582990867586,7.604229012052212,13.147173069634702,7.237719065199849,7.075985489213968,34.78067,-4.56716,43,5,1,False,False
2095_AWCM_SP245,116.0,201.0,24.0,0.0,168.0,156.0,6.215324569634703,5.585319865296804,2.5289500753424656,7.300717597048834,13.842575581050228,6.893341740020566,6.619489059104794,36.84398,-2.96107,23,2,1,False,False
2096_AWCM_SP245,56.0,234.0,1.0,1.0,133.0,173.0,5.492666028538813,6.471646384703196,1.2609736940639271,6.167230072085071,12.037398077185792,5.809462041062622,5.433265264944668,33.21895,-4.77216,6,2,2,False,False
2097_AWCM_SP245,95.0,221.0,25.0,6.0,144.0,162.0,6.179687296803652,5.832924535388128,2.359693932648402,7.376889191681141,13.539700568493153,6.971723033833577,6.556366361108647,35.28484,-5.48359,40,6,1,False,False
2098_AWCM_SP245,97.0,212.0,7.0,0.0,164.0,161.0,5.64435919977169,5.544885882420092,2.080473578767124,6.508163761620861,13.51658795776256,6.0989064215777535,5.728637443826243,33.99322,-3.91278,14,0,1,False,False
2099_AWCM_SP245,83.0,227.0,3.0,1.0,135.0,189.0,6.0314099121004565,6.279567833333333,1.843083765981735,6.836536633059463,12.654757619863014,6.500138747392692,6.136870614052407,32.07894,-5.11644,40,5,5,False,False
2100_AWCM_SP245,85.0,223.0,16.0,0.0,140.0,168.0,5.607430428082192,5.772838554794521,1.913534464611872,6.675134788546357,13.219231933089748,6.264980725773643,5.791284651650844,35.59392,-2.93535,17,1,5,False,False
2015_BCCS_SP245,60.0,241.0,2.0,5.0,121.0,206.0,6.557754430365296,7.53525197260274,1.3184977785388126,6.999114275799927,11.079241126712327,6.633233321873441,6.126084102228179,31.75569,-10.51733,9,7,3,False,False
