Mean_SPVgeneral,Skew_SPVgeneral,Variance_TA,Skew_TA,Kurtosis_TA,CREDI_TA,Down Hours_TA,Mean_WOF20,Variance_WOF20,Down Hours_WOF20,Days above 25,Days below -2
0.32474786317297366,0.28431235015303713,0.5202159495268819,0.18890305028718307,0.02697307107906341,0.06801350597902223,0.2099870372869451,0.3907140108247591,0.24634739681122303,0.19943321408174355,0.21105974288215076,0.4003549386015515
0.3162567694452608,0.1457163832160857,0.028173604151599085,0.4967169406559954,0.015929174463798965,0.4736363170524458,0.24804153206419405,0.0010276669403648797,0.08384757298844639,0.07082851697912676,0.44981789217128576,0.3615700938238626
0.22764371545389292,0.4255384515518643,0.14254977042251252,0.10984967082342528,0.41383099714554666,0.230736068368862,0.49154510790874895,0.15434934732150224,0.3563586807073349,0.20213961922339047,0.19963141329179052,0.19252999796691797
0.18695424967495008,0.006843145379852367,0.014089951159268576,0.08625744312494307,0.27821933783638564,0.01860124472148519,0.20116529734581137,0.07286503445183272,0.5325560881674187,0.7150390241265193,0.19074388548764698,0.05053303275630579
0.23315301409104966,0.37746742790726767,0.10746106064644234,0.2831861266116259,0.37020967363072216,0.18194875876516498,0.20994058117660522,0.5097600462864316,0.38377291867537117,0.21925165949511738,0.06471116850667068,0.1943820123330252
0.06996415528802118,0.182378962604616,0.2506562460602452,0.19352699287777336,0.6323863314317215,0.33183720087004964,0.3382611926698991,0.37520590345282084,0.16765696174414918,0.24316324340046838,0.09151062683547025,0.026865613921580916
