cy_id,integrated_temp_distance,avg_annual_temp,cluster,is_centroid
2017_ECE3_SP245,6.031362037671233,11.31936254452055,5,False
2017_MEHR_SP126,6.47011671803653,10.846143188356164,3,False
2017_MEHR_SP245,6.962588968036529,9.763872753424655,4,False
2017_MRM2_SP126,6.128026906392694,10.738709748858447,3,False
2017_MRM2_SP245,7.315330686073059,10.400641135844747,4,False
2018_AWCM_SP126,6.186405212328768,10.83671105479452,3,False
2018_AWCM_SP245,5.622770098173516,11.989576956621008,2,False
2018_BCCS_SP126,6.472626601598173,10.866270151826486,3,False
2018_BCCS_SP245,6.713096197488584,10.212755852739726,4,False
2018_CMR5_SP126,5.966351615296805,10.557530007990868,3,False
2018_CMR5_SP245,6.498744738584475,10.03088111757991,4,False
2018_ECE3_SP126,5.9417888413242,11.8657372956621,0,False
2018_ECE3_SP245,5.366407765981735,10.76269953538813,1,False
2018_MEHR_SP126,5.757591436073059,10.22905594520548,3,False
2018_MEHR_SP245,6.619144514840183,10.543184795662098,8,False
2018_MRM2_SP126,6.519412829908676,10.690790784246577,8,False
2018_MRM2_SP245,5.915043429223744,11.157283194063924,5,False
2019_AWCM_SP126,6.5769335468036525,10.00978018150685,4,False
2019_AWCM_SP245,5.499735680365297,12.14314444977169,2,False
2019_BCCS_SP126,7.162750297945206,10.107442982876712,4,False
2019_BCCS_SP245,6.878564432648402,9.911961542237444,4,False
2019_CMR5_SP126,7.205860715753425,8.974063923515981,4,False
2019_CMR5_SP245,6.4965483607305945,11.782906089041097,7,False
2019_ECE3_SP126,6.14826575456621,11.39613974086758,5,False
2019_ECE3_SP245,5.87428194520548,12.072995114155251,0,False
2019_MEHR_SP126,6.422129579908676,9.843454230593608,4,False
2019_MEHR_SP245,5.951641139269406,10.31388002283105,3,False
2019_MRM2_SP126,6.810058015981735,10.306376319634705,8,False
2019_MRM2_SP245,7.530029481735159,9.52478343150685,4,False
2020_AWCM_SP126,5.805318478310502,11.485687375910748,1,False
2020_AWCM_SP245,6.69572301826484,11.626706926229506,6,False
2020_BCCS_SP126,6.223753721461187,11.218837386156649,5,False
2020_BCCS_SP245,6.842851067351599,9.97630277891621,4,False
2020_CMR5_SP126,6.480361345890411,10.630391820355191,3,False
2020_CMR5_SP245,6.643454440639269,10.73942913251366,8,False
2020_ECE3_SP126,5.672678958904109,12.164401905737703,2,False
2020_ECE3_SP245,5.372829864155252,11.696758352686704,1,False
2020_MEHR_SP126,5.616957544520548,11.69282735997268,1,False
2020_MEHR_SP245,5.620359335616438,11.644301432149366,1,False
2020_MRM2_SP126,7.650466453196347,9.594986283014572,4,False
2020_MRM2_SP245,6.1932484086758,10.646748515482695,3,False
2021_AWCM_SP126,5.921709308219179,11.106955038812783,5,False
2021_AWCM_SP245,6.613095247716895,10.540239852739727,8,False
2021_BCCS_SP126,5.852487584474886,11.863441180365298,0,False
2021_BCCS_SP245,5.564323014840182,11.61057114954338,1,False
2021_CMR5_SP126,6.537921985159817,10.870583503424658,8,False
2021_CMR5_SP245,6.498593436073059,11.79166346803653,7,False
2021_ECE3_SP126,5.790700293378996,11.62794185502283,1,False
2021_ECE3_SP245,6.272159968036529,10.909593796803652,3,False
2021_MEHR_SP126,6.333615769406394,10.428864778538813,3,False
2021_MEHR_SP245,6.004233897260273,11.334444639269403,5,False
2021_MRM2_SP126,6.276660394977168,10.922063075342464,3,False
2021_MRM2_SP245,5.682943973744293,12.552506916666667,2,False
2022_AWCM_SP126,6.47284990410959,10.63166623287671,3,False
2022_AWCM_SP245,5.904735834474886,11.685650058219178,0,False
2022_BCCS_SP126,6.383812631278539,10.716101953196349,3,False
2022_BCCS_SP245,7.185934501141552,10.952492587899544,8,False
2022_CMR5_SP126,6.890393874429224,9.874628184931508,4,False
2022_CMR5_SP245,6.602598198630137,9.765426947488583,4,False
2022_ECE3_SP126,5.963981587899543,12.138106932648402,0,False
2022_ECE3_SP245,6.189230142694065,11.398022909817357,5,False
2022_MEHR_SP126,5.821438998858448,11.541633156392692,1,False
2022_MEHR_SP245,5.6401161461187215,11.961430837899544,2,False
2022_MRM2_SP126,6.266448347031964,10.900968732876713,3,False
2022_MRM2_SP245,6.398986466894977,10.895569969178082,3,False
2023_AWCM_SP126,5.8279835251141545,10.723162216894975,3,False
2023_AWCM_SP245,6.046992982876713,11.173616101598174,5,False
2023_BCCS_SP126,5.768738341324201,11.412239158675796,1,False
2023_BCCS_SP245,6.34404559589041,12.405709452054795,7,False
2023_CMR5_SP126,6.917438857305936,10.460787482876713,8,False
2023_CMR5_SP245,7.17700886415525,9.412599366438355,4,False
2023_ECE3_SP126,5.775301687214611,11.943480506849316,0,False
2023_ECE3_SP245,5.315449707762556,12.388252735159815,2,False
2023_MEHR_SP126,6.158362767123288,11.23052360958904,5,False
2023_MEHR_SP245,6.339608321917809,9.936610648401826,4,False
2023_MRM2_SP126,6.29808352739726,11.09315806392694,5,False
2023_MRM2_SP245,6.326742316210045,10.54758512671233,3,False
2024_AWCM_SP126,6.992053132420091,11.118916691712204,8,False
2024_AWCM_SP245,6.171619847031963,11.404911343351548,5,False
2024_BCCS_SP126,6.334118497716895,10.353071689435335,3,False
2024_BCCS_SP245,7.084771264840183,10.479474223588342,8,False
2024_CMR5_SP126,6.712559799086757,11.04764928734062,8,False
2024_CMR5_SP245,6.059092547945206,11.086656648451733,5,False
2024_ECE3_SP126,5.8076054121004566,11.292144557149362,1,False
2024_ECE3_SP245,6.269631107305935,11.600467440801456,6,False
2024_MEHR_SP126,5.50304065410959,11.886317073087431,2,False
2024_MEHR_SP245,7.284762715753425,8.753716176001822,4,False
2024_MRM2_SP126,6.523070207762556,11.706602723132969,6,False
2024_MRM2_SP245,6.522783762557077,11.720124742714024,6,False
2025_AWCM_SP126,6.612370769406392,11.744867034246576,6,False
2025_AWCM_SP245,6.6698403801369865,10.551659754566211,8,False
2025_BCCS_SP126,5.763928030821917,12.493527055936072,2,False
2025_BCCS_SP245,7.154287867579909,9.833972687214612,4,False
2025_CMR5_SP126,6.98056842237443,9.78308538127854,4,False
2025_CMR5_SP245,7.143224224885844,9.777094679223744,4,False
2025_ECE3_SP126,5.857030989726027,11.275590519406393,1,False
2025_ECE3_SP245,6.088363892694064,11.883577698630138,0,False
2025_MEHR_SP126,6.241467623287671,10.85539956849315,3,False
2025_MEHR_SP245,6.136392712328767,12.37325755936073,7,False
2025_MRM2_SP126,6.071481821917809,11.141184851598174,5,False
2025_MRM2_SP245,6.238279624429223,11.905873934931508,7,False
2026_AWCM_SP126,6.096721018264841,11.53672526712329,0,False
2026_AWCM_SP245,6.120450343607306,11.470965448630135,5,False
2026_BCCS_SP126,5.234871606164384,11.603212873287672,1,False
2026_BCCS_SP245,6.554533424657534,10.688286148401826,8,False
2026_CMR5_SP126,6.690980639269407,9.336632020547944,4,False
2026_CMR5_SP245,6.410476670091324,10.18005096917808,3,False
2026_ECE3_SP126,6.554517526255708,11.683125106164384,6,False
2026_ECE3_SP245,5.523860021689497,11.93543671347032,2,False
2026_MEHR_SP126,6.172549893835616,10.642235599315068,3,False
2026_MEHR_SP245,6.019607350456621,11.727535934931506,0,False
2026_MRM2_SP126,6.623784284246576,11.548304859589042,6,False
2026_MRM2_SP245,6.608177857305935,11.002961430365296,8,False
2027_AWCM_SP126,6.730522107305935,10.773694641552511,8,False
2027_AWCM_SP245,5.565047215753425,12.354216272831051,2,False
2027_BCCS_SP126,6.595603076484019,10.375908361872147,8,False
2027_BCCS_SP245,6.064872649543379,11.359773912100456,5,False
2027_CMR5_SP126,7.090986634703197,9.810082378995434,4,False
2027_CMR5_SP245,6.30053047260274,10.47907149086758,3,False
2027_ECE3_SP126,5.333164686073059,12.48980532305936,2,False
2027_ECE3_SP245,6.8024051826484015,10.608620673515984,8,False
2027_MEHR_SP126,6.011594469178081,10.838352622146118,3,False
2027_MEHR_SP245,6.43491218607306,10.827769770547944,3,False
2027_MRM2_SP126,6.054326460045662,12.198585256849316,7,False
2027_MRM2_SP245,6.469316670091325,11.104592103881275,5,False
2028_AWCM_SP126,6.758104380136986,11.272300930100185,6,False
2028_AWCM_SP245,6.807648412100456,10.582116164617489,8,False
2028_BCCS_SP126,6.293507173515981,10.897471500455373,3,False
2028_BCCS_SP245,6.303755070776256,12.33028170309654,7,False
2028_CMR5_SP126,5.458540562785388,11.227674356785066,1,False
2028_CMR5_SP245,6.60360651826484,10.538500266393442,8,False
2028_ECE3_SP126,6.638204512557078,11.394644598132968,6,False
2028_ECE3_SP245,4.990127755707763,12.3304270787796,2,False
2028_MEHR_SP126,6.451733134703196,10.892454635701274,3,False
2028_MEHR_SP245,6.505519889269407,10.943654010701277,8,False
2028_MRM2_SP126,6.573448913242009,11.314071163479053,6,False
2028_MRM2_SP245,7.019995453196348,10.936539782559198,8,False
2029_AWCM_SP126,6.24193775,11.365261893835616,5,False
2029_AWCM_SP245,6.007576821917809,11.861584874429225,0,False
2029_BCCS_SP126,5.534463613013699,11.981793460045663,2,False
2029_BCCS_SP245,6.854796668949772,10.67876990410959,8,False
2029_CMR5_SP126,5.827061092465754,11.013332896118722,5,False
2029_CMR5_SP245,6.453815336757992,10.597618702054794,3,False
2029_ECE3_SP126,6.05405519063927,10.75926423173516,3,False
2029_ECE3_SP245,6.460528675799087,11.438725858447487,6,False
2029_MEHR_SP126,6.069580046803652,11.342342523972604,5,False
2029_MEHR_SP245,6.444501033105023,12.172804396118725,7,False
2029_MRM2_SP126,6.2506672043379,10.944703944063926,3,False
2029_MRM2_SP245,6.578068821917808,11.450917294520549,6,True
2030_AWCM_SP126,6.087977152968037,11.17914180365297,5,False
2030_AWCM_SP245,6.43246151369863,11.310676990867584,6,False
2030_BCCS_SP126,7.257633992009133,10.58078255821918,8,False
2030_BCCS_SP245,7.035042593607306,10.671884913242009,8,False
2030_CMR5_SP126,5.576084628995434,11.082124192922375,1,False
2030_CMR5_SP245,6.090581144977169,10.7847604783105,3,False
2030_ECE3_SP126,5.602660453196347,12.717239092465752,2,False
2030_ECE3_SP245,6.2331174680365296,11.15977689954338,5,False
2030_MEHR_SP126,6.357966199771689,9.790748950913242,4,False
2030_MEHR_SP245,6.439151998858448,10.419127078767122,3,False
2030_MRM2_SP126,5.808498084474886,11.199719091324202,1,False
2030_MRM2_SP245,6.31909701369863,10.998798769406392,5,False
2031_AWCM_SP126,5.670326312785388,12.276131878995434,2,False
2031_AWCM_SP245,5.8321051735159815,11.316093433789955,1,False
2031_BCCS_SP126,6.455729383561644,10.50791624657534,3,False
2031_BCCS_SP245,6.11722597716895,12.86089538584475,9,False
2031_CMR5_SP126,6.123990680365297,11.05541160958904,5,False
2031_CMR5_SP245,6.252124077625571,11.546937358447488,5,False
2031_ECE3_SP126,5.234227158675799,12.225659227168949,2,False
2031_ECE3_SP245,7.890230979452054,9.524693812785388,4,False
2031_MEHR_SP126,6.882005336757991,9.619129172374429,4,False
2031_MEHR_SP245,6.858739583333333,9.69804513584475,4,False
2031_MRM2_SP126,5.662431652968037,11.051059892694065,1,False
2031_MRM2_SP245,6.777305892694064,9.97015325342466,4,False
2032_AWCM_SP126,6.08306330936073,11.264748609972678,5,False
2032_AWCM_SP245,5.414344731735159,11.909298553051004,2,False
2032_BCCS_SP126,6.498364579908675,10.280360792349724,3,False
2032_BCCS_SP245,5.623419364155251,12.285169721083786,2,False
2032_CMR5_SP126,6.167860243150685,11.171962929189435,5,False
2032_CMR5_SP245,5.542939529680366,11.419496787340618,1,False
2032_ECE3_SP126,7.633690961187215,10.43296614526412,4,False
2032_ECE3_SP245,6.028744115296804,12.511205975637523,2,False
2032_MEHR_SP126,6.304165893835617,10.12958012636612,3,False
2032_MEHR_SP245,6.479445123287671,11.322061598360657,6,False
2032_MRM2_SP126,6.694734329908675,10.94706788820583,8,False
2032_MRM2_SP245,6.450234139269406,10.930573132969034,3,False
2033_AWCM_SP126,6.0054418778538805,11.37111764954338,5,False
2033_AWCM_SP245,5.71358905936073,12.235422148401826,2,False
2033_BCCS_SP126,6.918317563926941,11.232305340182648,6,False
2033_BCCS_SP245,6.343202252283105,11.65030675,6,False
2033_CMR5_SP126,6.591352101598173,11.330196432648403,6,False
2033_CMR5_SP245,5.768549732876712,10.74194703652968,3,False
2033_ECE3_SP126,6.350462055936073,11.99649869063927,7,False
2033_ECE3_SP245,6.053856906392693,12.024255543378995,0,False
2033_MEHR_SP126,6.665853531963471,10.296441468036528,8,False
2033_MEHR_SP245,5.72961249543379,11.094360584474884,1,False
2033_MRM2_SP126,6.288704515981735,11.175346942922376,5,False
2033_MRM2_SP245,7.020188367579908,10.816875947488583,8,False
2034_AWCM_SP126,6.63154723630137,10.525126898401826,8,False
2034_AWCM_SP245,6.775374073059361,11.423289614155252,6,False
2034_BCCS_SP126,8.413420819634704,9.608516168949771,4,False
2034_BCCS_SP245,5.428219452054795,11.251520698630136,1,False
2034_CMR5_SP126,6.099759134703196,11.09152700456621,5,False
2034_CMR5_SP245,6.138935743150686,12.418404492009133,7,False
2034_ECE3_SP126,5.135565998858447,11.909960535388128,2,False
2034_ECE3_SP245,5.411650207762556,12.098663376712327,2,False
2034_MEHR_SP126,6.7142502614155255,9.799439496575342,4,False
2034_MEHR_SP245,5.640967039954338,11.492041893835616,1,False
2034_MRM2_SP126,6.592487910958904,11.34881400913242,6,False
2034_MRM2_SP245,7.112726432648403,9.779502711187211,4,False
2035_AWCM_SP126,6.317730729452054,10.388496930365298,3,False
2035_AWCM_SP245,5.975231267123288,11.534395746575344,0,False
2035_BCCS_SP126,7.152512615296804,10.631804325342468,8,False
2035_BCCS_SP245,6.635819519406392,11.626721286529678,6,False
2035_CMR5_SP126,6.705358607305936,11.438850057077628,6,False
2035_CMR5_SP245,6.448252866438356,11.868313409817352,7,False
2035_ECE3_SP126,5.578337622146118,12.316528357305936,2,True
2035_ECE3_SP245,5.734591668949772,11.20226443150685,1,False
2035_MEHR_SP126,6.1393384212328765,10.45565024086758,3,False
2035_MEHR_SP245,6.209699937214612,10.67580166780822,3,False
2035_MRM2_SP126,6.103700970319634,11.111501376712328,5,False
2035_MRM2_SP245,6.527389917808219,11.890974255707764,7,False
2036_AWCM_SP126,6.36693171347032,10.982727175546447,3,False
2036_AWCM_SP245,5.683689844748859,11.59002125,1,False
2036_BCCS_SP126,6.344711248858447,10.857474833788707,3,False
2036_BCCS_SP245,6.15397078652968,12.03006149931694,7,False
2036_CMR5_SP126,6.584691493150685,10.86866233834244,8,False
2036_CMR5_SP245,5.964125348173516,10.816376626821492,3,False
2036_ECE3_SP126,6.6025364029680365,11.792535866347906,6,False
2036_ECE3_SP245,5.575230568493151,11.830353483606558,1,False
2036_MEHR_SP126,6.562452654109589,10.371541613160293,8,False
2036_MEHR_SP245,6.012601656392694,10.740616098588342,3,False
2036_MRM2_SP126,7.535144805936072,9.727734681238616,4,False
2036_MRM2_SP245,5.886651188356165,11.695319985200364,0,False
2037_AWCM_SP126,5.450435089041096,12.118303821917808,2,False
2037_AWCM_SP245,6.563706869863013,11.639319159817353,6,False
2037_BCCS_SP126,6.757173850456621,10.140228688356164,4,False
2037_BCCS_SP245,6.612210415525114,11.112986710045664,6,False
2037_CMR5_SP126,6.6356542043379,10.52979775,8,False
2037_CMR5_SP245,5.220334932648402,12.135990982876711,2,False
2037_ECE3_SP126,5.810233246575343,11.773737805936074,0,False
2037_ECE3_SP245,6.7418411495433785,10.334821446347032,8,False
2037_MEHR_SP126,6.1696561358447495,11.112483982876713,5,False
2037_MEHR_SP245,5.864179283105023,10.403636687214613,3,False
2037_MRM2_SP126,6.041334541095891,11.186100191780822,5,False
2037_MRM2_SP245,6.5987426792237445,10.821546937214611,8,False
2038_AWCM_SP126,5.595529312785389,12.044613383561645,2,False
2038_AWCM_SP245,6.989351703196347,10.43143110045662,8,False
2038_BCCS_SP126,6.491819826484018,10.509036835616438,3,False
2038_BCCS_SP245,5.413868877853881,12.864011160958905,9,False
2038_CMR5_SP126,5.666358445205479,11.616692002283104,1,False
2038_CMR5_SP245,5.507013429223745,11.24668976255708,1,False
2038_ECE3_SP126,5.264929840182648,12.463184780821916,2,False
2038_ECE3_SP245,6.39902924086758,10.65060303995434,3,False
2038_MEHR_SP126,6.478584835616439,10.682891383561644,3,False
2038_MEHR_SP245,5.944081525114155,11.33224254109589,5,False
2038_MRM2_SP126,7.438234296803652,10.496463605022832,4,False
2038_MRM2_SP245,6.080887012557078,11.477696343607306,5,False
2039_AWCM_SP126,5.426603971461187,11.14506686872146,1,False
2039_AWCM_SP245,5.519835867579909,12.029712378995434,2,False
2039_BCCS_SP126,5.6224485856164375,11.979303978310504,2,False
2039_BCCS_SP245,6.043034074200914,11.416815560502284,5,False
2039_CMR5_SP126,6.904310391552512,12.141583683789955,7,False
2039_CMR5_SP245,6.180378077625571,11.770140356164385,0,False
2039_ECE3_SP126,5.4654309543379,12.561382205479454,2,False
2039_ECE3_SP245,5.935365251141552,12.529374452054794,2,False
2039_MEHR_SP126,5.976440932648401,11.324804170091324,5,False
2039_MEHR_SP245,6.535710800228311,10.087735188356165,4,False
2039_MRM2_SP126,7.789614651826483,10.353725517123287,4,False
2039_MRM2_SP245,6.346650525114154,10.501926952054797,3,False
2040_AWCM_SP126,6.817584287671234,10.768486033697632,8,False
2040_AWCM_SP245,5.395511730593607,11.730536914845173,1,False
2040_BCCS_SP126,6.072350147260274,11.016774570810568,5,False
2040_BCCS_SP245,6.070325173515982,11.212387971311475,5,False
2040_CMR5_SP126,7.272883051369864,9.622998612249544,4,False
2040_CMR5_SP245,6.215337557077624,11.232956161202186,5,False
2040_ECE3_SP126,6.424528170091325,12.3144647962204,7,False
2040_ECE3_SP245,5.808570835616438,11.929863148907105,0,False
2040_MEHR_SP126,6.43758243607306,11.03749962431694,5,False
2040_MEHR_SP245,7.083951994292237,10.9951595890255,8,False
2040_MRM2_SP126,5.82773078652968,11.532010208333334,1,False
2040_MRM2_SP245,6.0400827796803656,11.815377890482695,0,False
2041_AWCM_SP126,5.862613124429224,11.77763115410959,0,False
2041_AWCM_SP245,6.436241600456621,11.107386255707764,5,False
2041_BCCS_SP126,6.65224080022831,10.14862675913242,4,False
2041_BCCS_SP245,6.88178119520548,10.47233632305936,8,False
2041_CMR5_SP126,6.1436080833333335,11.370397567351596,5,False
2041_CMR5_SP245,6.083546216894978,10.80526391780822,3,False
2041_ECE3_SP126,5.689022949771689,12.177940961187216,2,False
2041_ECE3_SP245,5.690949778538812,12.50186189497717,2,False
2041_MEHR_SP126,5.210177037671233,11.74075836872146,1,False
2041_MEHR_SP245,5.820895576484019,10.66673159474886,3,False
2041_MRM2_SP126,6.859137273972603,10.53441949543379,8,False
2041_MRM2_SP245,6.574818641552511,11.600500061643832,6,False
2042_AWCM_SP126,7.075406761415525,11.690757001141552,6,False
2042_AWCM_SP245,6.198858311643835,11.906361348173515,7,False
2042_BCCS_SP126,6.754943829908676,9.827531418949771,4,False
2042_BCCS_SP245,6.698611855022832,11.383528275114154,6,False
2042_CMR5_SP126,6.943133664383562,11.156222488584476,8,False
2042_CMR5_SP245,6.90996940410959,10.531181230593608,8,False
2042_ECE3_SP126,5.38621218607306,12.019008218036529,2,False
2042_ECE3_SP245,6.692294010273973,12.41530749657534,7,False
2042_MEHR_SP126,6.030344664383561,12.71911816438356,9,False
2042_MEHR_SP245,6.613494683789954,11.910344928082193,7,False
2042_MRM2_SP126,5.85318153196347,11.02860735844749,5,False
2042_MRM2_SP245,6.917544644977169,11.196092715753425,6,False
2043_AWCM_SP126,6.2397416015981735,11.31111740296804,5,False
2043_AWCM_SP245,5.72602018150685,11.393040085616438,1,False
2043_BCCS_SP126,6.508818310502283,11.532991260273974,6,False
2043_BCCS_SP245,5.980829671232877,12.44112067351598,2,False
2043_CMR5_SP126,7.255569780821919,11.639416874429225,6,False
2043_CMR5_SP245,6.722508824200913,10.512038493150683,8,False
2043_ECE3_SP126,6.564909301369863,12.465875589041095,7,False
2043_ECE3_SP245,5.807278915525113,12.114422970319636,2,False
2043_MEHR_SP126,6.793872289954338,10.513966269406392,8,False
2043_MEHR_SP245,6.908407206621004,9.839721441780824,4,False
2043_MRM2_SP126,6.253416257990868,10.687042908675798,3,True
2043_MRM2_SP245,6.737650505707762,11.09024749885845,8,False
2044_AWCM_SP126,6.212803902968036,10.103944377276868,3,False
2044_AWCM_SP245,5.817114368721461,12.197895704690346,2,False
2044_BCCS_SP126,7.142733761415525,10.079429019808742,4,False
2044_BCCS_SP245,5.332189857305936,12.189095247040076,2,False
2044_CMR5_SP126,6.289512889269406,12.153074154143898,7,False
2044_CMR5_SP245,6.5661129394977165,10.226750358606555,8,False
2044_ECE3_SP126,6.076252301369863,13.110362950819674,9,False
2044_ECE3_SP245,5.943797076484017,11.202688730646628,5,False
2044_MEHR_SP126,6.027047473744292,11.71578863729508,0,False
2044_MEHR_SP245,6.571036907534246,12.533341879553731,7,False
2044_MRM2_SP126,6.356123859589042,11.061929181466304,5,False
2044_MRM2_SP245,6.600191535388127,10.739272678734062,8,False
2045_AWCM_SP126,6.616938207762557,10.091754210045664,4,False
2045_AWCM_SP245,5.654477466894977,12.59967998972603,2,False
2045_BCCS_SP126,7.018275218036529,10.656136900684931,8,False
2045_BCCS_SP245,6.481577490867578,10.72281537214612,3,False
2045_CMR5_SP126,6.091264647260274,11.355088316210043,5,False
2045_CMR5_SP245,6.258181742009132,12.341397269406391,7,False
2045_ECE3_SP126,5.413636345890411,12.748902060502283,2,False
2045_ECE3_SP245,6.821831561643836,10.988639164383562,8,False
2045_MEHR_SP126,7.224648542237443,10.183919601598172,4,False
2045_MEHR_SP245,5.923655827625571,10.513163044520548,3,False
2045_MRM2_SP126,8.253760256849315,9.447464864155252,4,False
2045_MRM2_SP245,6.099851423515982,11.325849215753424,5,False
2046_AWCM_SP126,5.813710103881278,12.011802236301367,0,False
2046_AWCM_SP245,6.177120433789954,11.532377121004563,5,False
2046_BCCS_SP126,6.893068373287671,9.876101165525116,4,False
2046_BCCS_SP245,6.430935514840182,11.114123311643835,5,False
2046_CMR5_SP126,6.225947898401827,11.362801017123289,5,False
2046_CMR5_SP245,5.797750261415524,12.475430183789951,2,False
2046_ECE3_SP126,6.810728029680365,11.62941658675799,6,False
2046_ECE3_SP245,6.063819866438355,11.171574921232876,5,False
2046_MEHR_SP126,7.330843310502283,10.855475511415523,8,False
2046_MEHR_SP245,6.633163448630137,10.835104316210046,8,False
2046_MRM2_SP126,6.188463481735159,11.621795479452055,0,False
2046_MRM2_SP245,6.96548739497717,10.634638760273972,8,False
2047_AWCM_SP126,5.68225341324201,12.023838837899545,2,False
2047_AWCM_SP245,6.362754219178083,12.687849082191784,7,False
2047_BCCS_SP126,6.720788136986302,11.912603842465757,7,False
2047_BCCS_SP245,6.390035493150686,12.869791127853883,9,False
2047_CMR5_SP126,5.671894688356164,12.44178385958904,2,False
2047_CMR5_SP245,5.975913442922375,12.132759986301371,0,False
2047_ECE3_SP126,6.552210073059361,11.03024816894977,8,False
2047_ECE3_SP245,6.120247350456621,11.48435728196347,5,False
2047_MEHR_SP126,6.063027075342465,10.809069878995436,3,False
2047_MEHR_SP245,5.979365785388128,10.606449694063926,3,False
2047_MRM2_SP126,6.789878076484018,10.674228295662102,8,False
2047_MRM2_SP245,6.144637445205479,11.249119273972603,5,True
2048_AWCM_SP126,5.742056405251141,11.460805217440804,1,False
2048_AWCM_SP245,6.137257021689497,12.627206344489982,9,False
2048_BCCS_SP126,5.20619401826484,12.99532213114754,9,False
2048_BCCS_SP245,6.117240780821918,11.874933053278689,0,False
2048_CMR5_SP126,6.109549418949772,11.764173958333332,0,False
2048_CMR5_SP245,5.456577134703196,12.947819207650271,9,False
2048_ECE3_SP126,5.272817107305936,13.030640753642986,9,False
2048_ECE3_SP245,5.581142878995433,13.304640585154829,9,False
2048_MEHR_SP126,5.637914893835617,11.488424932832425,1,False
2048_MEHR_SP245,6.550947597031963,11.393698940118398,6,False
2048_MRM2_SP126,6.589564721461187,10.8128245992714,8,False
2048_MRM2_SP245,5.9218198127853885,11.59776704007286,0,False
2049_AWCM_SP126,5.873077656392694,11.7685960216895,0,False
2049_AWCM_SP245,5.546775176940639,12.573421973744292,2,False
2049_BCCS_SP126,6.135455803652968,12.326070561643832,7,False
2049_BCCS_SP245,7.364131694063927,11.345877349315067,6,False
2049_CMR5_SP126,6.76959806849315,10.738077075342469,8,True
2049_CMR5_SP245,6.248791001141552,11.528386156392694,5,False
2049_ECE3_SP126,6.187255997716895,12.207718639269409,7,False
2049_ECE3_SP245,5.725690567351597,12.479410955479452,2,False
2049_MEHR_SP126,4.982936400684932,12.526109138127852,2,False
2049_MEHR_SP245,5.318548501141553,11.809055128995434,1,False
2049_MRM2_SP126,7.003359934931508,10.377993528538813,8,False
2049_MRM2_SP245,6.666146057077626,10.866514538812789,8,False
2050_AWCM_SP126,6.655672523972602,11.697401989726028,6,False
2050_AWCM_SP245,5.489483599315069,12.061240106164382,2,False
2050_BCCS_SP126,6.017125365296804,12.704942315068491,9,False
2050_BCCS_SP245,6.316013172374429,10.586500907534248,3,False
2050_CMR5_SP126,6.275987570776256,12.444537689497716,7,False
2050_CMR5_SP245,6.01858648630137,11.042804529680364,5,False
2050_ECE3_SP126,5.98124239041096,12.569450342465752,2,False
2050_ECE3_SP245,5.165488378995434,13.048093760273977,9,False
2050_MEHR_SP126,5.909679644977169,10.80204357648402,3,False
2050_MEHR_SP245,5.692495196347032,11.21133063242009,1,False
2050_MRM2_SP126,6.862307680365296,10.669469764840184,8,False
2050_MRM2_SP245,6.432505237442922,11.353802552511414,6,False
2051_AWCM_SP126,5.924987743150685,12.090347444063926,0,False
2051_AWCM_SP245,5.485506867579909,11.798138648401824,1,False
