Name,Year,Mean_SPVgeneral,Skew_SPVgeneral,Variance_TA,Skew_TA,Kurtosis_TA,CREDI_TA,Down Hours_TA,Mean_WOF20,Variance_WOF20,Down Hours_WOF20,Days above 25,Days below -2
2041_BCCS_SP126,2041.0,0.0206486757229832,1.8223473973410933,47.979189263382935,-0.2366083812770559,-0.4329681669230911,-8943.070654691868,7453.0,0.2242329917671982,0.0295897541947497,342.0,0.0,20.0
2042_BCCS_SP126,2042.0,0.0196896211567732,1.891233526734676,45.139454061599686,-0.0612370327737288,-0.5903310292176958,-11752.40971469182,7381.0,0.2725361319912217,0.0313034744034757,215.0,0.0,10.0
2043_BCCS_SP126,2043.0,0.0230452118721461,1.6847033426792544,47.84510867913371,0.3238000388752302,-0.5108439388222963,3186.4565053081456,7732.0,0.2511202640078142,0.0299777434169602,258.0,5.0,2.0
2044_BCCS_SP126,2044.0,0.0201492845509893,1.7743173946462456,50.97443427549656,0.1114014594945694,0.1293935280738347,-9130.220014691851,7848.0,0.2774316154685339,0.0353981518901099,347.0,2.0,14.0
2045_BCCS_SP126,2045.0,0.0213121738203957,1.7663412871849435,61.18291750141244,-0.1189964436993578,-0.1684818302685733,-4495.860794691847,7503.0,0.2775038531415306,0.0333743323546505,256.0,4.0,16.0
2046_BCCS_SP126,2046.0,0.02015905913242,1.8822082733899348,43.32774435569548,0.1540066333567579,-0.2853944931689689,-11325.915324691883,7849.0,0.2611990937575319,0.0367223633910052,511.0,0.0,7.0
2047_BCCS_SP126,2047.0,0.0240172412480974,1.5916578722725947,56.08436968679715,0.232467547916006,-0.5170987216955623,6514.530655308153,7714.0,0.2372820450964721,0.0328314529916665,384.0,4.0,3.0
2048_BCCS_SP126,2048.0,0.02228405761035,1.7183287408937205,35.99386831135356,0.193237086475434,-0.2612184860907529,16105.32771530811,7270.0,0.2742719134984968,0.0339445694633388,308.0,0.0,0.0
2049_BCCS_SP126,2049.0,0.0218309761796042,1.7065186192125386,46.622051828003215,0.188943922417169,-0.464959480711054,10132.037815308147,7615.0,0.2848543071761109,0.0326377160563441,230.0,4.0,5.0
2050_BCCS_SP126,2050.0,0.0237693959665144,1.6418664436062278,46.34002825036615,0.2767320590036118,-0.612803594343692,13448.0737253081,7420.0,0.2530180129517575,0.033168197738497,371.0,8.0,0.0
2051_BCCS_SP126,2051.0,0.0238475785388127,1.6275986110084073,43.22057146340876,0.1885344273733985,-0.3395222895572609,16541.18098530806,7604.0,0.2456524824371123,0.0343100295090048,371.0,7.0,4.0
2052_BCCS_SP126,2052.0,0.0239955038812785,1.602399334776605,52.743422894500135,0.3478653805287997,-0.3967799313374587,18504.89618530809,7608.0,0.2481954056779693,0.0323862655725667,301.0,15.0,3.0
2053_BCCS_SP126,2053.0,0.0209052719178082,1.791942085408181,33.05901574584608,0.2429996313759164,-0.4343145625897695,1277.0823653081682,7587.0,0.2728203331684236,0.0360793356106678,370.0,0.0,0.0
2054_BCCS_SP126,2054.0,0.019573803652968,1.8490156885494369,34.31667279581404,0.2047163101786357,-0.3719387638198519,1224.2039553081495,7441.0,0.2711853753853179,0.0376491525498659,326.0,0.0,1.0
2055_BCCS_SP126,2055.0,0.019627701065449,1.8630388840359176,40.07006558977041,0.0524849576622886,-0.4501046726487483,-10937.986604691869,7516.0,0.2551156478415851,0.0309372775555024,282.0,1.0,5.0
2056_BCCS_SP126,2056.0,0.0222674123287671,1.6652794127071546,44.90655905257957,0.258691305935059,-0.3185933489127501,6934.114615308175,7581.0,0.2668520860575154,0.0323295618721225,194.0,3.0,0.0
2057_BCCS_SP126,2057.0,0.0221181784627092,1.6660791266502826,49.62296912867357,0.1305776710076571,-0.2333775137365146,5739.731875308136,7569.0,0.2580615822836193,0.0340422516955464,390.0,4.0,11.0
2058_BCCS_SP126,2058.0,0.0210979387366818,1.8029617241275715,47.145855686054176,-0.2610880762634611,-0.1172636921041343,-6572.938164691798,7507.0,0.2503032874249978,0.0338248548838118,393.0,0.0,15.0
2059_BCCS_SP126,2059.0,0.0228145750380517,1.679864875896118,43.74280659786658,0.1705151342876361,-0.741639593210397,4859.329105308129,7496.0,0.2358399577704202,0.0327597273256483,432.0,2.0,0.0
2060_BCCS_SP126,2060.0,0.0202073337899543,1.7772069107069564,48.76257781765618,0.1518752263729422,-0.3275636292446253,-8602.751564691836,7748.0,0.2544701856883713,0.0328036505751821,251.0,4.0,8.0
2061_BCCS_SP126,2061.0,0.0200291474885844,1.8744417344417752,51.47356850144634,-0.0294689237806253,-0.4023953355533347,-8812.404604691865,7504.0,0.2335797822303408,0.0306760541741166,306.0,2.0,10.0
2062_BCCS_SP126,2062.0,0.0194205828767123,1.8941210941948263,46.20888363083312,0.1023744975465858,-0.3238018971861796,-10610.508984691847,7701.0,0.2465481671804239,0.0329987360303837,334.0,2.0,4.0
2063_BCCS_SP126,2063.0,0.0208293719939117,1.7776415764599005,36.198142401733065,0.0416126712948329,-0.6193399228481047,6648.154155308123,7302.0,0.2696862221587954,0.0361823986617256,360.0,0.0,0.0
2064_BCCS_SP126,2064.0,0.0218030690258751,1.7106834793068524,39.04945772921174,0.1626784708526943,-0.5564218331064184,-5472.307124691864,7466.0,0.2675670495363499,0.0314181213081867,288.0,1.0,2.0
2016_CMR5_SP126,2016.0,0.0208689363774733,1.5738785408999283,38.98091650688272,0.0421853510297578,-0.9141377879799246,-6328.002440644265,7273.0,0.2600208138422701,0.0347005341964521,350.0,0.0,0.0
2017_CMR5_SP126,2017.0,0.019418253196347,1.689982618841376,35.10638791353664,0.0832471575751297,-0.2228080976497506,-9370.914160644266,7483.0,0.2590110423310626,0.0334754606199276,314.0,0.0,5.0
2018_CMR5_SP126,2018.0,0.0209235181126331,1.603781678288752,37.55809240547536,-0.2675252601078183,-0.1105269778396431,-11039.538030644257,7454.0,0.2709973929545483,0.0297942321139698,245.0,0.0,8.0
2019_CMR5_SP126,2019.0,0.0206790665144596,1.6393143073206595,48.02096097711837,-0.3176207781072992,-0.2230617166284529,-24905.40751064423,7561.0,0.2694879887100251,0.0322679974575929,272.0,0.0,16.0
2020_CMR5_SP126,2020.0,0.0216898640791476,1.5618316162678847,45.20260684915288,-0.0546840661158011,-0.2244138366494485,-10202.729650644247,7511.0,0.277843178724106,0.0314174565702722,169.0,0.0,12.0
2021_CMR5_SP126,2021.0,0.0199599618721461,1.6335855444779006,52.03815866762166,-0.2885403225163315,-0.2339097494905111,-8289.12432064428,7375.0,0.253207008029836,0.0307147917748376,259.0,0.0,15.0
2022_CMR5_SP126,2022.0,0.0207733219939117,1.569221034079756,48.12084199293492,-0.1592757913452925,-0.1601850633466384,-17006.444330644204,7632.0,0.2458739746165848,0.0328294079005526,379.0,2.0,17.0
2023_CMR5_SP126,2023.0,0.0219704321156773,1.542213631411811,50.08481087654819,0.1893275459649905,-0.2793526121824459,-11880.885800644264,7673.0,0.2703537769659144,0.0341072619344031,319.0,3.0,6.0
2024_CMR5_SP126,2024.0,0.0221754990106544,1.530087303816249,49.51696703151818,0.2853808228652697,-0.3488988649528832,-6447.377970644266,7654.0,0.273739721188365,0.0353229445147856,395.0,6.0,4.0
2025_CMR5_SP126,2025.0,0.0211463026636225,1.534659932131873,50.754156933653626,-0.0628310805897725,-0.7029325885068567,-17820.88134064423,7517.0,0.2592000897235859,0.0311450979317021,334.0,1.0,14.0
2026_CMR5_SP126,2026.0,0.0197025616438356,1.6513146632954678,34.527745379907195,0.0569057994070944,0.1107393673167824,-21735.641720644307,7900.0,0.2792658363841636,0.0315772750536409,284.0,0.0,9.0
2027_CMR5_SP126,2027.0,0.0200777679604261,1.632690548178218,47.98513747273076,0.2390281887878825,-0.3809944820593762,-17588.624730644326,7720.0,0.237945665880174,0.0320498500673703,552.0,5.0,5.0
2028_CMR5_SP126,2028.0,0.0195260713850837,1.6521315423413772,30.61075162187133,0.0779614207517663,-0.0863131135480919,-4888.339360644269,7507.0,0.2928065178165949,0.0342493911747528,235.0,1.0,1.0
2029_CMR5_SP126,2029.0,0.0214999390410958,1.5533180217860256,38.49540569302409,-0.2827559281401569,-0.4156300024254173,-7040.618600644285,7274.0,0.2543716174093948,0.029562527627316,245.0,0.0,9.0
2030_CMR5_SP126,2030.0,0.0212432966514459,1.5071869588162148,33.37909869778031,0.0048883194306774,-0.338434926742571,-6442.748630644283,7355.0,0.2504104962895307,0.0319681570920133,293.0,0.0,1.0
2031_CMR5_SP126,2031.0,0.0218677458904109,1.5110119191488038,39.48700490622138,0.1468050651417757,-0.4338431507201212,-6677.536180644257,7587.0,0.2626433809795638,0.0320623744821857,234.0,0.0,3.0
2032_CMR5_SP126,2032.0,0.022685655022831,1.4964955686031136,40.40312345094044,0.1922164200339972,-0.5763241232789107,-5426.29690064421,7500.0,0.2614251636538925,0.0340206526342118,384.0,0.0,1.0
2033_CMR5_SP126,2033.0,0.022209403500761,1.530405733797124,52.886040941316125,0.0842643898877267,-0.6329931199940462,-4271.974470644235,7422.0,0.2507451315345486,0.0327582810967233,431.0,5.0,6.0
2034_CMR5_SP126,2034.0,0.0220747929223744,1.513211111394141,42.276299436931374,-0.0428190292615455,-0.3613231314529326,-6352.191830644252,7368.0,0.2591055976202255,0.0327949165765177,350.0,1.0,7.0
2035_CMR5_SP126,2035.0,0.0201292044901065,1.6235836682852332,49.56976375730502,0.3895470196160783,-0.4507127432590208,-3312.2479306442715,7856.0,0.2502106556557699,0.0342668478901348,320.0,7.0,0.0
2036_CMR5_SP126,2036.0,0.0218671423896499,1.5491709656504016,47.1003570153084,0.0887494471496521,-0.4783123444662549,-7982.992880644254,7549.0,0.2841484015425403,0.0351087046021638,318.0,3.0,9.0
2037_CMR5_SP126,2037.0,0.0223150115677321,1.492944491100432,46.49669419599464,-0.05848335260065,-0.3564262579754205,-11278.141740644238,7591.0,0.239864625972016,0.0328348509891351,362.0,0.0,12.0
2038_CMR5_SP126,2038.0,0.0214182774733637,1.5526465546184056,36.4322015270217,0.0431810648445898,-0.6377063206055911,-1765.0118706442406,7458.0,0.2553745539571996,0.0324248362485384,340.0,0.0,1.0
2039_CMR5_SP126,2039.0,0.0232591338660578,1.4361316968442313,66.37089745617465,-0.1125982882871365,-0.1057178253648118,2848.869359355732,7662.0,0.2289670039832045,0.0286870121248216,377.0,13.0,19.0
2040_CMR5_SP126,2040.0,0.0212990187214611,1.6263123873654817,58.78230735723545,-0.5663561334126197,0.6394523700680947,-19055.18943064422,7524.0,0.247797534573962,0.0319985420765313,412.0,0.0,21.0
2041_CMR5_SP126,2041.0,0.0220603127853881,1.5346756321284718,44.42499093597026,-0.0461049946707438,-0.2030645546513567,-3918.760930644262,7513.0,0.2769344609481041,0.0321547369522391,265.0,2.0,8.0
2042_CMR5_SP126,2042.0,0.0234192923135464,1.4434761246809005,55.63478495733173,0.1442982094260679,-0.6909422386613153,-5792.442510644296,7658.0,0.250256685973792,0.0338395440190712,492.0,2.0,6.0
2043_CMR5_SP126,2043.0,0.0231229358447488,1.4953119557465056,61.71548690212448,0.3330920112731135,-0.6064738068748459,-1563.2171506442494,7750.0,0.2588883446867349,0.0352308780763403,445.0,11.0,2.0
2044_CMR5_SP126,2044.0,0.0219298864535768,1.548259922203862,47.11056797800303,0.3020754861244077,-0.5531001345772104,3093.3132193557417,7639.0,0.2747543166647638,0.0350711309663703,383.0,6.0,0.0
2045_CMR5_SP126,2045.0,0.0212093685692541,1.5593683133031324,42.296399655978135,0.1105476771937529,-0.7176859771397592,-4049.1719006442618,7264.0,0.2669151741827453,0.0332111365399261,319.0,1.0,1.0
2046_CMR5_SP126,2046.0,0.0222924250380517,1.5147681269783595,47.78454273339829,-0.0179323555985965,-0.6303441810978163,-3980.93453064426,7356.0,0.240504690388299,0.032650543581681,441.0,2.0,1.0
2047_CMR5_SP126,2047.0,0.0226999654490106,1.5081619216475497,42.2475186825214,-0.0534842661013481,-0.5177789278289575,5473.879059355748,7236.0,0.2460766227879895,0.0314055357163441,369.0,2.0,4.0
2048_CMR5_SP126,2048.0,0.0223847595129375,1.473226980006268,42.69660079088012,0.2042085843556295,-0.5480567405076808,-363.6236606442639,7517.0,0.2756279669419391,0.0367644770168028,368.0,1.0,0.0
2049_CMR5_SP126,2049.0,0.0219429624809741,1.495401159685593,49.21607103713165,0.1509168356919616,-0.6451789091521651,-9455.05815064426,7570.0,0.2674397937359668,0.0318913496179291,275.0,2.0,9.0
2050_CMR5_SP126,2050.0,0.0214467796803653,1.510246544827035,52.76882646126117,0.0235069812894397,-0.488426933781604,5488.244259355746,7452.0,0.2604998167345333,0.0348000099307889,393.0,6.0,5.0
2051_CMR5_SP126,2051.0,0.0213782219178082,1.5868509705829608,51.78366344343031,-0.1930675399688455,-0.3453528935819152,-3161.188130644262,7394.0,0.2456985062221714,0.0346928614621722,605.0,3.0,13.0
2052_CMR5_SP126,2052.0,0.0222570369101978,1.4656629953359133,44.02747570028216,-0.1678558404544145,-0.3849126060762469,4434.399969355739,7242.0,0.2425549695043828,0.0306832508638333,306.0,1.0,9.0
2053_CMR5_SP126,2053.0,0.0211305490106544,1.5071535752889396,35.461701816632335,0.0777213545468264,-0.9265618402787116,1922.5233393557469,7384.0,0.2695528343418198,0.0338253780221167,256.0,0.0,0.0
2054_CMR5_SP126,2054.0,0.022669853500761,1.442009351240077,40.95281643249991,0.1375264488003865,-0.6648463451237334,4315.554699355741,7404.0,0.2592939591150689,0.0335555161621094,385.0,2.0,0.0
2055_CMR5_SP126,2055.0,0.0224685419330289,1.5172069502139665,42.79991684490991,0.0837990280253747,-0.6803541860898941,392.9862393557475,7170.0,0.2722131513364031,0.0303406178258263,310.0,1.0,3.0
2056_CMR5_SP126,2056.0,0.0232683824200913,1.4201589743859395,69.7436328407349,-0.157891545934569,-0.7329851134570098,-10946.058530644294,7617.0,0.2027631105783258,0.0321269302655279,552.0,2.0,30.0
2057_CMR5_SP126,2057.0,0.0221622942161339,1.4600420694118554,69.78789969063442,-0.2707286724307579,-0.7989617647624923,-6543.670230644255,7485.0,0.2253201462242011,0.0276160568449512,294.0,3.0,28.0
2058_CMR5_SP126,2058.0,0.0223365227549467,1.5058680990808218,44.10240194382043,0.1683884074464007,-0.7517172784488149,9795.566109355748,7463.0,0.2737404779211224,0.0336692624188434,331.0,2.0,0.0
2059_CMR5_SP126,2059.0,0.0224208576864535,1.4620160820994448,47.67021053733981,-0.020341645138199,-0.6076472712064573,14456.159899355776,7445.0,0.2447336518501605,0.0351319117794958,614.0,6.0,3.0
2060_CMR5_SP126,2060.0,0.0218945547945205,1.552484359977203,40.98127119639532,0.2431687130321759,-0.049545124702091,3875.299069355757,7664.0,0.2685582927655364,0.0351735005295787,381.0,5.0,4.0
2061_CMR5_SP126,2061.0,0.0233037017503805,1.4093665578796026,44.26666310150993,0.0658207113675557,-0.3801566229665871,10614.202499355712,7368.0,0.2476420121398941,0.0324853715958802,486.0,6.0,3.0
2062_CMR5_SP126,2062.0,0.0230001979452054,1.480479496817726,42.67996767622584,0.2503877529325189,-0.5809930993744907,17167.215349355716,7359.0,0.2966196250332991,0.0384060375907323,319.0,5.0,0.0
2063_CMR5_SP126,2063.0,0.0216281827245053,1.5341456936952274,45.180587278927206,0.0953612609209864,-0.8964983850375572,2221.722139355742,7386.0,0.2601116206061067,0.03196163506667,336.0,3.0,0.0
2064_CMR5_SP126,2064.0,0.0232687011415525,1.4030478871411471,65.47599292888128,0.0358506691715633,-0.5419080175587814,5693.600549355746,7536.0,0.2403563931955702,0.0342636066760342,389.0,15.0,11.0
2016_ECE3_SP126,2016.0,0.0202968915525114,1.554076733632742,39.63787252999311,0.0433670377495192,-0.2204897059030734,-5845.877431297701,7619.0,0.2577090007864926,0.0334850926467671,211.0,0.0,3.0
2017_ECE3_SP126,2017.0,0.0226055187975646,1.5095864170263316,42.46645708978671,0.4039788126219575,-0.5847857488709982,7377.268148702232,7540.0,0.2620891424059063,0.0312818711586283,186.0,6.0,0.0
2018_ECE3_SP126,2018.0,0.020723204261796,1.5349227152597955,47.21823848670619,-0.2078815086501942,-0.0446813325357648,-2593.147291297726,7449.0,0.2613710002156512,0.0308327401200469,281.0,3.0,12.0
2019_ECE3_SP126,2019.0,0.0215215669710806,1.536276198724016,46.87306630927531,-0.2095380690334314,-0.4872757679680797,-6712.894361297758,7319.0,0.2597140253580444,0.0331801855875119,280.0,0.0,10.0
2020_ECE3_SP126,2020.0,0.0204457643074581,1.5594867286331136,37.24068927500991,0.3889569085987165,-0.0869193210363215,290.994098702227,7642.0,0.2422744778703809,0.0295991295592836,303.0,3.0,1.0
2021_ECE3_SP126,2021.0,0.0206872302130898,1.5212070603669885,40.10149185077248,-0.0978809676659044,-0.3682905099765321,-4679.310991297792,7198.0,0.2663656754449391,0.0340261322431533,335.0,1.0,6.0
2022_ECE3_SP126,2022.0,0.0217356882800608,1.5209593962199577,43.65968763849293,0.0899579068381028,-0.711921209185062,-205.4040312977692,7435.0,0.2466489036800243,0.0318232515603717,329.0,2.0,1.0
2023_ECE3_SP126,2023.0,0.0211363076864535,1.6098605132005857,41.54651335700538,-0.1095774833640337,-0.1123716101228091,-1920.8327412977767,7450.0,0.2598703007319455,0.0334201906941924,215.0,2.0,8.0
2024_ECE3_SP126,2024.0,0.0205632945966514,1.6073070979812756,40.21424385964969,-0.2247149158083444,-0.4806105741035149,-7593.045841297744,7207.0,0.2806483476677957,0.0334545731705534,160.0,0.0,5.0
2025_ECE3_SP126,2025.0,0.0203013832572298,1.561902208660003,35.954862337009764,0.2939973681113429,-0.2789066844080849,-7763.4490612977725,7417.0,0.2812621055295505,0.0334745445561876,299.0,6.0,0.0
2026_ECE3_SP126,2026.0,0.0217927707762557,1.4928809036323103,50.27518002325035,0.2426363784002577,-0.6872446626128181,-4198.849141297769,7512.0,0.2425986796437949,0.031114339384715,358.0,3.0,0.0
2027_ECE3_SP126,2027.0,0.0211594892694063,1.5489003397495846,35.88840321495524,0.0853753589021625,-0.4712915089226221,2863.5952287022383,7409.0,0.2613663032817039,0.029993625167523,265.0,0.0,1.0
2028_ECE3_SP126,2028.0,0.020601004414003,1.6030911870585864,53.67568294864574,-0.0808916441784087,-0.6177555018972489,-6586.4487712978025,7513.0,0.2310001525034567,0.0307148151013231,331.0,1.0,8.0
2029_ECE3_SP126,2029.0,0.020227455783866,1.5543651731249293,40.5796502352005,-0.2374742601808913,-0.7012111737155537,-12281.764671297744,7370.0,0.2315025735053468,0.0321677559093905,462.0,0.0,8.0
2030_ECE3_SP126,2030.0,0.0202700878995433,1.622662463610107,40.44912065889912,0.3314522315720519,-0.2651986626696856,4857.7495987022485,7476.0,0.2747774836422219,0.0335639972735601,256.0,8.0,1.0
2031_ECE3_SP126,2031.0,0.0205147572298325,1.5594041872617812,35.00716025431681,-0.0963260441950642,-0.0961307442898373,556.8154287022362,7192.0,0.2884868083748779,0.0300526828498814,173.0,1.0,2.0
2032_ECE3_SP126,2032.0,0.0227340343226788,1.5038526881818488,68.94134807323623,-0.1331895411730412,-0.6436312865433238,-15110.586981297853,7606.0,0.2330719743628775,0.0292027573287697,280.0,1.0,28.0
2033_ECE3_SP126,2033.0,0.0224602101217656,1.5123194812672855,50.80486708844539,0.1009013348752273,-0.1915081905261608,-1452.392381297757,7582.0,0.2503515134147733,0.030427908429328,311.0,7.0,7.0
2034_ECE3_SP126,2034.0,0.0214677452815829,1.543728648123029,35.64259113209629,-0.4980905882784022,0.2123593562662842,-2214.862361297768,7122.0,0.2372801252806637,0.0308194126575648,317.0,0.0,8.0
2035_ECE3_SP126,2035.0,0.0212193676560121,1.5318299868924294,41.26659813352177,0.21856202453632,0.150872569321641,1352.9746487022337,7370.0,0.2504927674772614,0.031682564290702,257.0,9.0,0.0
2036_ECE3_SP126,2036.0,0.0213150858447488,1.5881417809189846,56.969756638931,0.0156068264833114,-0.3265608583588006,-3084.692581297756,7528.0,0.2352030569319176,0.0297443191578251,214.0,10.0,10.0
2037_ECE3_SP126,2037.0,0.0205815809741248,1.5656235472367268,42.93683337872316,-0.1853169063262097,-0.3210175780421296,-3405.6452212977274,7341.0,0.2549286203777701,0.0330403033794802,255.0,2.0,4.0
2038_ECE3_SP126,2038.0,0.02077210761035,1.578486786132995,33.79867348249075,0.3660248017606398,0.0228724992244813,2629.6642687022413,7407.0,0.2982100189899913,0.034893745747531,231.0,3.0,1.0
2039_ECE3_SP126,2039.0,0.02033555304414,1.5573736009738313,36.28721934384644,0.1868353859770456,-0.6525000077756151,3497.3192687022324,7531.0,0.2663709978308026,0.0318871198981588,245.0,0.0,1.0
2040_ECE3_SP126,2040.0,0.0214554834094368,1.5563552002391687,50.8663682988808,0.0062430426977923,-0.9040658375178025,1415.8493787022387,7592.0,0.2509725344724791,0.0318688297174517,267.0,0.0,1.0
2041_ECE3_SP126,2041.0,0.0223488190258751,1.5122916153321262,39.25506401383159,0.1294577830018331,-0.5994483796790617,135.5333687022309,7239.0,0.269405022947825,0.0322007217689086,229.0,0.0,1.0
2042_ECE3_SP126,2042.0,0.0202753605783866,1.6374451169112156,34.69425306163643,0.1682858361217302,-0.1333491116707708,-1247.9884512977767,7418.0,0.2752830475447476,0.0319634974438869,259.0,1.0,0.0
2043_ECE3_SP126,2043.0,0.021868650608828,1.502831362164803,57.49801173312477,0.2929601775749834,-0.1791166548627045,2663.0079587022246,7500.0,0.2624969042381803,0.0328285678302942,308.0,15.0,4.0
2044_ECE3_SP126,2044.0,0.0219757541856925,1.5681194415559,47.625980063602334,0.2450582199425491,-0.4390299631010936,8507.74568870224,7585.0,0.2521150194974058,0.0317652914755036,216.0,7.0,2.0
2045_ECE3_SP126,2045.0,0.0208836040334855,1.58830158668662,40.49545144852416,0.202116347849432,0.2950720049632256,5145.246018702222,7518.0,0.2724552515888419,0.0375821594290863,325.0,6.0,3.0
2046_ECE3_SP126,2046.0,0.0213545740487062,1.5607482530800612,60.23730379536911,0.0210264614233822,-0.1244867729044032,-4659.790051297815,7732.0,0.2186551428752648,0.0269592755866796,373.0,12.0,14.0
2047_ECE3_SP126,2047.0,0.0211351222983257,1.555872840719808,55.62878048263498,-0.4881809030247611,0.0185750345417887,-9914.522651297772,7390.0,0.2389946807347363,0.0317297600941833,317.0,0.0,16.0
